,src,output
0,0.14809977,0.1328
1,0.13662119,0.1354
2,0.16293988,0.1562
3,0.19917473,0.1978
4,0.24206644,0.26
5,0.25880685,0.306
6,0.26009274,0.3071
7,0.2372559,0.2754
8,0.21513925,0.2448
9,0.20302972,0.2208
10,0.20635286,0.2042
11,0.20491898,0.2012
12,0.21118271,0.2134
13,0.23373063,0.2413
14,0.25990525,0.2778
15,0.3330626,0.3455
16,0.34809566,0.353
17,0.33774525,0.335
18,0.30881128,0.312
19,0.28991073,0.285
20,0.25046378,0.243
21,0.20292664,0.2034
22,0.16873808,0.1794
23,0.16351226,0.1615
24,0.1640537,0.1523
25,0.16195573,0.1515
26,0.17062481,0.1676
27,0.21404573,0.206
28,0.2604965,0.2654
29,0.2826012,0.3005
30,0.26150197,0.3076
31,0.24394608,0.295
32,0.2131227,0.2788
33,0.1998834,0.265
34,0.20805825,0.2554
35,0.19270411,0.2532
36,0.19920418,0.261
37,0.23617458,0.2778
38,0.262628,0.2937
39,0.33690384,0.3508
40,0.34284168,0.3525
41,0.33487728,0.3325
42,0.32213458,0.3083
43,0.28976947,0.2778
44,0.26267383,0.2378
45,0.21137401,0.1978
46,0.18008748,0.1755
47,0.1733849,0.1567
48,0.50699407,0.628
49,0.50780743,0.597
50,0.50699157,0.5596
51,0.45058098,0.506
52,0.37703246,0.4287
53,0.3076933,0.352
54,0.25813183,0.295
55,0.23445696,0.2554
56,0.20448282,0.2366
57,0.19794194,0.22
58,0.2027937,0.2191
59,0.22238879,0.2356
60,0.2459282,0.254
61,0.2884962,0.274
62,0.3076252,0.29
63,0.3051505,0.2976
64,0.35816604,0.3171
65,0.36178347,0.3455
66,0.37423387,0.382
67,0.4331524,0.4263
68,0.4495856,0.4595
69,0.46470445,0.4978
70,0.4484016,0.5312
71,0.43594024,0.5537
72,0.5069338,0.5615
73,0.50820035,0.536
74,0.4978191,0.5083
75,0.44660237,0.4612
76,0.37600234,0.3909
77,0.31596038,0.3264
78,0.26283073,0.2766
79,0.23183027,0.2396
80,0.20641275,0.2169
81,0.20318475,0.202
82,0.20772125,0.202
83,0.21544853,0.2195
84,0.24680361,0.2374
85,0.27528748,0.266
86,0.29033485,0.2817
87,0.30005175,0.291
88,0.2853927,0.298
89,0.30206534,0.3076
90,0.3238623,0.322
91,0.3688168,0.335
92,0.37119964,0.351
93,0.3930941,0.3699
94,0.38999793,0.387
95,0.38657448,0.3948
96,0.16792399,0.1576
97,0.14731362,0.1428
98,0.15923968,0.1362
99,0.1572533,0.1437
100,0.17907724,0.165
101,0.2041829,0.1842
102,0.23049507,0.2017
103,0.2303122,0.2112
104,0.2060056,0.2042
105,0.20109889,0.1917
106,0.20973876,0.1925
107,0.21523012,0.1938
108,0.24298343,0.1938
109,0.26481742,0.1895
110,0.27848613,0.1956
111,0.31140572,0.2195
112,0.3491349,0.2491
113,0.35827377,0.2722
114,0.36046544,0.2932
115,0.36561492,0.3093
116,0.34805256,0.2878
117,0.28049618,0.2478
118,0.23963383,0.2122
119,0.21679685,0.1798
120,0.17992969,0.1567
121,0.17910215,0.141
122,0.16358446,0.1349
123,0.1716376,0.1423
124,0.1871697,0.1633
125,0.20966077,0.1794
126,0.21974292,0.1895
127,0.21333821,0.1912
128,0.20157069,0.1847
129,0.19569874,0.1798
130,0.19460383,0.179
131,0.22285657,0.1816
132,0.2438413,0.1847
133,0.27416295,0.1917
134,0.30517808,0.2012
135,0.32444292,0.2203
136,0.34476918,0.2522
137,0.35517365,0.2737
138,0.35702285,0.295
139,0.3603609,0.3132
140,0.33691743,0.2861
141,0.2800481,0.2457
142,0.25834832,0.2073
143,0.22029501,0.1794
144,0.18752393,0.2383
145,0.22677675,0.2732
146,0.2101196,0.2915
147,0.19871673,0.2837
148,0.20200914,0.2722
149,0.19589707,0.2656
150,0.18176019,0.254
151,0.18366666,0.257
152,0.2011038,0.2632
153,0.21703,0.2815
154,0.24259481,0.3245
155,0.29771772,0.3909
156,0.28891343,0.3975
157,0.29151508,0.3855
158,0.2854589,0.3713
159,0.28561354,0.3455
160,0.24164271,0.2976
161,0.20672524,0.2488
162,0.1881066,0.2161
163,0.16545916,0.1978
164,0.13794532,0.189
165,0.13931876,0.1837
166,0.15715924,0.1925
167,0.19616252,0.2183
168,0.20463279,0.2678
169,0.22093472,0.2954
170,0.20871207,0.2822
171,0.18808806,0.255
172,0.19606304,0.2256
173,0.19683164,0.2073
174,0.1779801,0.1969
175,0.19754216,0.2008
176,0.19693312,0.2047
177,0.22769432,0.2374
178,0.2791583,0.2944
179,0.32162216,0.3655
180,0.31613985,0.3738
181,0.30997908,0.366
182,0.29702368,0.353
183,0.2941916,0.3286
184,0.2643915,0.2888
185,0.22089577,0.2422
186,0.19995953,0.2095
187,0.1709609,0.1868
188,0.15871496,0.1711
189,0.14712076,0.1659
190,0.14906,0.1703
191,0.17758988,0.1898
192,0.2660204,0.2822
193,0.2630636,0.2776
194,0.2640369,0.2695
195,0.25225264,0.2627
196,0.2525303,0.2532
197,0.24804124,0.2632
198,0.26061144,0.2854
199,0.31359628,0.3267
200,0.37021902,0.3655
201,0.34733889,0.3616
202,0.34437314,0.3389
203,0.31012467,0.302
204,0.26486853,0.247
205,0.21667808,0.2122
206,0.18592131,0.1825
207,0.16195816,0.1611
208,0.14459492,0.1476
209,0.14947125,0.1462
210,0.16960222,0.1603
211,0.1792736,0.1951
212,0.2592036,0.254
213,0.27347565,0.2727
214,0.2894025,0.2593
215,0.2665164,0.2448
216,0.26099268,0.2356
217,0.25232875,0.2274
218,0.25544927,0.2208
219,0.23673806,0.2239
220,0.2408313,0.2295
221,0.23088776,0.2405
222,0.25163198,0.26
223,0.31492057,0.3032
224,0.353601,0.3555
225,0.34821287,0.3533
226,0.3411546,0.3342
227,0.31516758,0.3027
228,0.25999478,0.2522
229,0.2244801,0.2081
230,0.18350181,0.182
231,0.17122921,0.1593
232,0.15097007,0.1484
233,0.14846441,0.1515
234,0.16493805,0.1659
235,0.20237887,0.2078
236,0.2550304,0.264
237,0.27307284,0.28
238,0.25769722,0.257
239,0.249876,0.2374
240,0.306727,0.3103
241,0.28574267,0.2878
242,0.2569078,0.2512
243,0.22206537,0.2122
244,0.19392776,0.1873
245,0.16858925,0.1654
246,0.15941541,0.1537
247,0.15566702,0.1493
248,0.16674602,0.1501
249,0.17743179,0.1611
250,0.19519587,0.1816
251,0.20101741,0.1908
252,0.18650551,0.1772
253,0.14860772,0.1572
254,0.1291833,0.1389
255,0.11989133,0.1271
256,0.1303386,0.1332
257,0.1496707,0.145
258,0.17240041,0.165
259,0.2176444,0.1981
260,0.26645565,0.255
261,0.34405163,0.3267
262,0.36017936,0.335
263,0.3183097,0.3242
264,0.28938618,0.3062
265,0.26585847,0.2815
266,0.24576506,0.2386
267,0.21677044,0.1986
268,0.178101,0.1742
269,0.16221772,0.1562
270,0.15656659,0.1489
271,0.15580006,0.1489
272,0.17125951,0.1646
273,0.22441521,0.2056
274,0.27225986,0.2632
275,0.2901921,0.3093
276,0.28902212,0.3245
277,0.24241346,0.311
278,0.21646677,0.2893
279,0.20860042,0.2737
280,0.20654917,0.2617
281,0.22765748,0.2588
282,0.2517824,0.2666
283,0.29016325,0.2878
284,0.32919902,0.3254
285,0.3984585,0.3904
286,0.38928196,0.3909
287,0.3700492,0.3672
288,0.21165887,0.2073
289,0.17403631,0.1746
290,0.15090401,0.152
291,0.13820837,0.1362
292,0.1327243,0.1298
293,0.1510376,0.134
294,0.17525035,0.1537
295,0.22246027,0.1855
296,0.23022199,0.2034
297,0.24708453,0.2017
298,0.22342107,0.189
299,0.19350061,0.169
300,0.1689693,0.1515
301,0.16203925,0.1393
302,0.1580089,0.138
303,0.16154319,0.1523
304,0.18291947,0.1742
305,0.2185084,0.2108
306,0.30325827,0.28
307,0.2995961,0.295
308,0.29460704,0.2866
309,0.2901602,0.2722
310,0.27351514,0.2517
311,0.22906652,0.2186
312,0.20433965,0.1829
313,0.17167418,0.1572
314,0.15607546,0.1454
315,0.13722658,0.1323
316,0.13514255,0.1257
317,0.14737327,0.1298
318,0.16235006,0.1437
319,0.18718494,0.1685
320,0.19396156,0.1816
321,0.20756587,0.179
322,0.18694285,0.1667
323,0.16456923,0.1528
324,0.1503181,0.1262
325,0.1359661,0.1262
326,0.1350143,0.1376
327,0.14836788,0.1476
328,0.18039593,0.1646
329,0.23052871,0.2152
330,0.30596122,0.2893
331,0.30319366,0.3071
332,0.3119848,0.302
333,0.30195406,0.2854
334,0.26209652,0.2556
335,0.22907491,0.2103
336,0.27001852,0.2961
337,0.27242234,0.2766
338,0.25765362,0.2578
339,0.25627246,0.2461
340,0.25634676,0.24
341,0.25311494,0.2413
342,0.2590534,0.2512
343,0.2915772,0.2756
344,0.3137419,0.3215
345,0.37231514,0.3882
346,0.38566676,0.3926
347,0.37129495,0.3813
348,0.35773334,0.361
349,0.31653097,0.326
350,0.2508228,0.271
351,0.20627293,0.2191
352,0.18815474,0.192
353,0.16039318,0.1807
354,0.15394294,0.1681
355,0.14301202,0.1654
356,0.1692392,0.1825
357,0.21635123,0.2239
358,0.2673418,0.2876
359,0.28555644,0.3198
360,0.28194553,0.3066
361,0.27361,0.2922
362,0.27523297,0.2744
363,0.26676562,0.2595
364,0.2822288,0.2517
365,0.28227267,0.261
366,0.28911465,0.274
367,0.30516103,0.2944
368,0.32820892,0.3347
369,0.37964436,0.3948
370,0.38274792,0.3965
371,0.3629429,0.3853
372,0.34434173,0.3665
373,0.3174454,0.331
374,0.25953743,0.2783
375,0.21263617,0.2252
376,0.19089583,0.1951
377,0.17092481,0.1755
378,0.15826204,0.169
379,0.15667483,0.1642
380,0.15919882,0.182
381,0.20318373,0.2234
382,0.2566956,0.2898
383,0.3010515,0.322
384,0.18752304,0.1672
385,0.1560418,0.1481
386,0.1475788,0.1349
387,0.14894861,0.1284
388,0.16737024,0.1437
389,0.20961241,0.1855
390,0.26611122,0.2466
391,0.2985561,0.277
392,0.29459372,0.2766
393,0.2784114,0.2705
394,0.2723721,0.2666
395,0.28984293,0.2634
396,0.28607807,0.264
397,0.29960516,0.2756
398,0.30391824,0.287
399,0.32874897,0.2954
400,0.34225267,0.321
401,0.3769094,0.3682
402,0.3747147,0.363
403,0.3601676,0.3481
404,0.32387504,0.3267
405,0.29604587,0.2954
406,0.24479342,0.2444
407,0.20350236,0.1986
408,0.18864468,0.1694
409,0.16829175,0.1501
410,0.16155607,0.1384
411,0.15488209,0.1359
412,0.1762947,0.152
413,0.2142631,0.1929
414,0.2677253,0.255
415,0.28395987,0.2805
416,0.29107258,0.2705
417,0.2618017,0.2496
418,0.27187362,0.2374
419,0.27490598,0.2308
420,0.28332618,0.2378
421,0.2921666,0.2483
422,0.30186185,0.2512
423,0.31226557,0.275
424,0.3522789,0.3123
425,0.39172724,0.3625
426,0.38440987,0.3599
427,0.3589048,0.3455
428,0.33811715,0.3254
429,0.30267859,0.2954
430,0.25907746,0.247
431,0.20612751,0.203
432,0.17204623,0.2195
433,0.2029109,0.2413
434,0.22063434,0.2695
435,0.26835522,0.3005
436,0.3161466,0.331
437,0.3562969,0.367
438,0.352689,0.3533
439,0.32362738,0.3237
440,0.29190895,0.2937
441,0.27442795,0.261
442,0.22321123,0.22
443,0.185558,0.1786
444,0.17125258,0.1562
445,0.14141223,0.1367
446,0.12699747,0.1236
447,0.124142095,0.1214
448,0.15351495,0.1349
449,0.1952486,0.1694
450,0.24588507,0.2152
451,0.24022812,0.2347
452,0.25009564,0.233
453,0.22664289,0.2269
454,0.19152537,0.2291
455,0.19715977,0.2417
456,0.17209591,0.257
457,0.2080136,0.2737
458,0.23843625,0.29
459,0.2632671,0.3054
460,0.30685136,0.3245
461,0.34647506,0.361
462,0.34972885,0.3494
463,0.335925,0.3264
464,0.29506335,0.2983
465,0.27336136,0.2666
466,0.24043712,0.2239
467,0.1988823,0.1833
468,0.17331204,0.1598
469,0.15069798,0.141
470,0.1306269,0.1293
471,0.12741339,0.1262
472,0.15235229,0.1376
473,0.18369204,0.1707
474,0.22645745,0.2152
475,0.23777893,0.2422
476,0.22643483,0.2517
477,0.23024464,0.2396
478,0.20951915,0.2252
479,0.21759588,0.22
480,0.16336253,0.1646
481,0.1502004,0.1393
482,0.119486585,0.1249
483,0.11924842,0.121
484,0.12735818,0.1354
485,0.16896327,0.172
486,0.22566171,0.2322
487,0.2748138,0.2615
488,0.2730763,0.2566
489,0.25460547,0.251
490,0.22741602,0.2383
491,0.23222199,0.2308
492,0.23240045,0.223
493,0.23203704,0.2173
494,0.24505043,0.2191
495,0.22907081,0.2252
496,0.23236108,0.2408
497,0.2646171,0.2583
498,0.28909293,0.2844
499,0.32571554,0.3232
500,0.33478597,0.3254
501,0.2999635,0.292
502,0.2439039,0.2386
503,0.19792877,0.1981
504,0.16707487,0.1598
505,0.1497776,0.1315
506,0.12533665,0.121
507,0.12782945,0.1162
508,0.13753034,0.1306
509,0.16503027,0.1685
510,0.2124711,0.2305
511,0.2531177,0.257
512,0.27641487,0.265
513,0.25912938,0.2615
514,0.24798459,0.2496
515,0.23031041,0.24
516,0.22972193,0.2325
517,0.22337697,0.2283
518,0.20270073,0.2225
519,0.2020727,0.2239
520,0.20563476,0.2305
521,0.24622682,0.2554
522,0.2723432,0.2754
523,0.31318673,0.318
524,0.32068464,0.321
525,0.2960377,0.291
526,0.24161038,0.2408
527,0.1946675,0.1917
528,0.18387327,0.1685
529,0.23864985,0.2305
530,0.2642919,0.257
531,0.2829697,0.265
532,0.26000082,0.2615
533,0.2572753,0.2496
534,0.24426922,0.24
535,0.2369141,0.2325
536,0.22286776,0.2283
537,0.22106309,0.2225
538,0.20461714,0.2239
539,0.20777626,0.2305
540,0.23395857,0.2554
541,0.27630648,0.2754
542,0.33649486,0.318
543,0.3293643,0.321
544,0.29802564,0.291
545,0.2399588,0.2408
546,0.18921152,0.1917
547,0.15940446,0.1624
548,0.14272138,0.142
549,0.1339845,0.131
550,0.13827012,0.1267
551,0.14837109,0.138
552,0.19172294,0.1759
553,0.23813161,0.2344
554,0.2721008,0.2666
555,0.26043105,0.2817
556,0.23740162,0.275
557,0.22942056,0.2676
558,0.217952,0.2517
559,0.2031346,0.2291
560,0.1938286,0.223
561,0.2045815,0.2152
562,0.19399363,0.2225
563,0.20931536,0.2405
564,0.23435242,0.2527
565,0.27646974,0.2756
566,0.31739578,0.3167
567,0.33130494,0.3164
568,0.29708233,0.286
569,0.24441913,0.2356
570,0.20057204,0.1868
571,0.15930837,0.1537
572,0.15518777,0.1276
573,0.13839442,0.1162
574,0.1372868,0.1153
575,0.14975193,0.1276
576,0.22485101,0.23
577,0.19520685,0.2078
578,0.1784013,0.1794
579,0.14939755,0.1584
580,0.15053165,0.1511
581,0.14497457,0.1559
582,0.17249893,0.1725
583,0.19246513,0.1864
584,0.22127694,0.1951
585,0.24046892,0.2017
586,0.22674431,0.1873
587,0.22804242,0.1829
588,0.24196115,0.175
589,0.28304872,0.1829
590,0.26429415,0.1929
591,0.27684465,0.2169
592,0.3186536,0.2439
593,0.33441886,0.2805
594,0.36196157,0.3237
595,0.3849214,0.345
596,0.40513006,0.3503
597,0.3969073,0.3494
598,0.34346256,0.315
599,0.27268243,0.2761
600,0.2318497,0.2308
601,0.19667879,0.1947
602,0.15812352,0.1685
603,0.14372161,0.1554
604,0.125925,0.1462
605,0.13771534,0.1484
606,0.16363183,0.1694
607,0.18762094,0.1873
608,0.1899247,0.1981
609,0.21263935,0.2
610,0.22151405,0.1895
611,0.20403504,0.1725
612,0.22896266,0.1523
613,0.2594502,0.1581
614,0.24292639,0.1715
615,0.2398678,0.1912
616,0.27930185,0.2051
617,0.29544288,0.2339
618,0.34993544,0.285
619,0.38460973,0.3123
620,0.39151576,0.318
621,0.39866644,0.3267
622,0.32772577,0.3
623,0.26620573,0.2632
624,0.26009986,0.2922
625,0.3040307,0.3123
626,0.32499823,0.3408
627,0.37197778,0.3708
628,0.4122328,0.411
629,0.43454182,0.4507
630,0.4258412,0.4778
631,0.4181426,0.4727
632,0.42633393,0.4587
633,0.4179225,0.4304
634,0.36365253,0.3691
635,0.30343786,0.3062
636,0.26525673,0.2605
637,0.21509546,0.2261
638,0.19834901,0.2042
639,0.1890669,0.1917
640,0.18978274,0.1942
641,0.21806788,0.2125
642,0.24156787,0.2308
643,0.2553529,0.2532
644,0.24384615,0.2688
645,0.21497521,0.275
646,0.23351574,0.2705
647,0.27863896,0.275
648,0.2941896,0.2932
649,0.32252592,0.321
650,0.33247364,0.3582
651,0.3783921,0.3953
652,0.37037537,0.4324
653,0.40538505,0.463
654,0.38415578,0.4778
655,0.3949602,0.47
656,0.39394018,0.4526
657,0.3767235,0.4253
658,0.32566825,0.3682
659,0.27360567,0.3083
660,0.23098458,0.2615
661,0.20456466,0.2247
662,0.17513351,0.202
663,0.17237376,0.1855
664,0.18029067,0.1798
665,0.18841045,0.1837
666,0.19672516,0.1864
667,0.19411379,0.1995
668,0.17359824,0.2191
669,0.14444023,0.2313
670,0.15009795,0.24
671,0.18127781,0.243
672,0.20502532,0.2147
673,0.1801858,0.1868
674,0.16796991,0.1725
675,0.15705834,0.1606
676,0.1575023,0.1567
677,0.17643735,0.1711
678,0.21261379,0.2056
679,0.24229327,0.2491
680,0.27296156,0.2688
681,0.25983056,0.2588
682,0.23089877,0.233
683,0.2033845,0.2117
684,0.20238957,0.1959
685,0.20053546,0.1903
686,0.20375836,0.1978
687,0.22694454,0.2186
688,0.2523452,0.2534
689,0.3031613,0.3032
690,0.35580245,0.3564
691,0.3445334,0.3525
692,0.33929947,0.3367
693,0.31249875,0.3176
694,0.25911254,0.294
695,0.23272836,0.2522
696,0.21045893,0.2139
697,0.18529215,0.1842
698,0.17286882,0.1646
699,0.1598814,0.1501
700,0.15654038,0.1428
701,0.17978035,0.1462
702,0.2142895,0.1603
703,0.25121322,0.1803
704,0.25362748,0.185
705,0.24612358,0.1715
706,0.20502326,0.1528
707,0.190427,0.1384
708,0.19046336,0.1362
709,0.19363841,0.1406
710,0.1937972,0.1476
711,0.22584113,0.1642
712,0.25474167,0.1969
713,0.30462965,0.2391
714,0.35584262,0.2732
715,0.33919784,0.261
716,0.331159,0.2474
717,0.31773835,0.2366
718,0.26589626,0.2252
719,0.23444338,0.203
720,0.18778181,0.2003
721,0.15471776,0.1798
722,0.15092097,0.1581
723,0.1394576,0.142
724,0.14972116,0.1362
725,0.15081476,0.142
726,0.17831859,0.1633
727,0.21224497,0.1981
728,0.26663083,0.2491
729,0.3493528,0.3293
730,0.3352426,0.3394
731,0.33166635,0.3289
732,0.3228179,0.3123
733,0.29192486,0.287
734,0.25219685,0.247
735,0.20565768,0.2039
736,0.18889737,0.1755
737,0.18258223,0.1567
738,0.16611943,0.1493
739,0.16211228,0.1498
740,0.17759211,0.1659
741,0.20362142,0.203
742,0.27463374,0.2556
743,0.3008794,0.287
744,0.28855008,0.2883
745,0.26118,0.2695
746,0.22919711,0.2534
747,0.21826297,0.2391
748,0.21963838,0.233
749,0.22231752,0.2386
750,0.24714953,0.251
751,0.2780905,0.2715
752,0.33560634,0.3127
753,0.4050292,0.3804
754,0.4033829,0.3787
755,0.38017336,0.3647
756,0.370046,0.342
757,0.32809928,0.3123
758,0.2849701,0.2666
759,0.23956552,0.2222
760,0.22024417,0.1903
761,0.18956107,0.1711
762,0.18148048,0.1584
763,0.18966384,0.1584
764,0.19984977,0.1685
765,0.22936016,0.2012
766,0.25924668,0.2512
767,0.29852125,0.2817
768,0.2646076,0.2042
769,0.27975494,0.2488
770,0.30567688,0.301
771,0.30490762,0.2983
772,0.2847749,0.2866
773,0.28016055,0.2695
774,0.25319335,0.2474
775,0.22715184,0.2134
776,0.18665886,0.1776
777,0.16206622,0.1633
778,0.15578613,0.152
779,0.13456683,0.1389
780,0.120915696,0.1337
781,0.12350541,0.1359
782,0.13475318,0.1462
783,0.13035522,0.1576
784,0.13404207,0.1642
785,0.12224984,0.1603
786,0.1168118,0.1489
787,0.11655669,0.1354
788,0.116878375,0.1298
789,0.14599381,0.134
790,0.15620092,0.1428
791,0.18556997,0.1603
792,0.24554661,0.1947
793,0.27765802,0.2386
794,0.32118133,0.298
795,0.31490374,0.2966
796,0.29964712,0.2827
797,0.2900081,0.266
798,0.2524972,0.2422
799,0.21270391,0.2008
800,0.18147111,0.1654
801,0.15650266,0.1454
802,0.144919,0.1359
803,0.13665523,0.12445
804,0.14922872,0.1276
805,0.15306866,0.1445
806,0.18975468,0.1868
807,0.22950482,0.2383
808,0.23233676,0.2617
809,0.24046992,0.2554
810,0.22592339,0.2444
811,0.23176807,0.2305
812,0.25056612,0.2213
813,0.27340162,0.2261
814,0.28444448,0.2374
815,0.30057803,0.2532
816,0.16040978,0.1545
817,0.16856793,0.1506
818,0.18944637,0.1606
819,0.22428015,0.1917
820,0.27810213,0.2356
821,0.28030008,0.255
822,0.28737298,0.2474
823,0.28680938,0.2261
824,0.26844516,0.21
825,0.24814904,0.1973
826,0.24043721,0.1877
827,0.22253954,0.1898
828,0.23691341,0.1964
829,0.24996385,0.2147
830,0.29982224,0.261
831,0.3550632,0.3315
832,0.35755047,0.3286
833,0.3488054,0.3044
834,0.33502302,0.2793
835,0.295412,0.2556
836,0.26171893,0.2322
837,0.2137006,0.2091
838,0.17438315,0.1912
839,0.16204216,0.1707
840,0.16581976,0.1545
841,0.15860577,0.1454
842,0.18758911,0.1415
843,0.20770401,0.1493
844,0.22935027,0.1628
845,0.27250856,0.1642
846,0.26263312,0.1572
847,0.2534714,0.1393
848,0.24220303,0.1223
849,0.2315411,0.11096
850,0.22838256,0.1075
851,0.21239144,0.1114
852,0.23188484,0.1376
853,0.25025213,0.1698
854,0.29280102,0.2051
855,0.3476227,0.2693
856,0.34564754,0.28
857,0.35807276,0.2756
858,0.3388438,0.2634
859,0.29200858,0.2396
860,0.25374576,0.2034
861,0.21694285,0.1676
862,0.18004796,0.145
863,0.1741812,0.1298
864,0.54758215,0.5205
865,0.5560686,0.5527
866,0.5921278,0.578
867,0.5836041,0.5806
868,0.5436373,0.547
869,0.5179793,0.5195
870,0.4825207,0.4734
871,0.40199426,0.4036
872,0.34673187,0.336
873,0.31649506,0.2915
874,0.2631935,0.255
875,0.24151081,0.2291
876,0.22847398,0.2161
877,0.22436258,0.2203
878,0.2534877,0.2427
879,0.2740221,0.27
880,0.2932464,0.296
881,0.31648177,0.3167
882,0.3063245,0.3198
883,0.31036606,0.3198
884,0.33261967,0.3281
885,0.35677776,0.3464
886,0.4122537,0.376
887,0.48280704,0.412
888,0.52763885,0.449
889,0.54726654,0.47
890,0.57644117,0.4954
891,0.59445685,0.505
892,0.552242,0.4805
893,0.5219317,0.4673
894,0.4709749,0.4282
895,0.4205601,0.3682
896,0.33505672,0.3103
897,0.2996103,0.267
898,0.26928636,0.2366
899,0.2403082,0.2142
900,0.21149251,0.2025
901,0.20950148,0.2078
902,0.24507907,0.2305
903,0.28003263,0.2595
904,0.30829793,0.2878
905,0.30538842,0.306
906,0.31058565,0.3066
907,0.31192878,0.3005
908,0.34907278,0.2993
909,0.39871687,0.3137
910,0.44231823,0.3367
911,0.48676273,0.3687
912,0.1844481,0.1554
913,0.19483256,0.1572
914,0.18706656,0.1554
915,0.18830681,0.1511
916,0.17256275,0.1506
917,0.22087954,0.1628
918,0.24958077,0.1847
919,0.25727907,0.2195
920,0.30830386,0.2593
921,0.3689737,0.2932
922,0.40863952,0.3328
923,0.42794448,0.3516
924,0.42568836,0.3533
925,0.38418442,0.3264
926,0.33589497,0.2932
927,0.28499338,0.2483
928,0.24470761,0.2047
929,0.21725975,0.175
930,0.20625347,0.1542
931,0.17738862,0.1459
932,0.1709283,0.1401
933,0.17856461,0.1423
934,0.2124247,0.169
935,0.24318804,0.2142
936,0.28042328,0.2408
937,0.30683044,0.2566
938,0.30498093,0.2654
939,0.3345218,0.275
940,0.35369578,0.294
941,0.36414668,0.3325
942,0.44655642,0.3853
943,0.459717,0.4436
944,0.513071,0.4934
945,0.53979224,0.526
946,0.5531618,0.538
947,0.529043,0.5215
948,0.5212671,0.4978
949,0.4503151,0.4448
950,0.39106283,0.3926
951,0.3396592,0.3298
952,0.3019115,0.271
953,0.25916097,0.2374
954,0.22129285,0.2073
955,0.20403652,0.1859
956,0.1696117,0.1755
957,0.18575467,0.1803
958,0.22092924,0.2064
959,0.25730148,0.2512
960,0.27569824,0.2488
961,0.24153557,0.2178
962,0.21312034,0.1964
963,0.2022213,0.1812
964,0.19489083,0.1781
965,0.22221118,0.1842
966,0.23666301,0.192
967,0.24462445,0.203
968,0.2523235,0.206
969,0.24768089,0.2081
970,0.2327035,0.2152
971,0.2408744,0.2322
972,0.2675741,0.2466
973,0.31074932,0.2761
974,0.34946972,0.3188
975,0.41052923,0.3699
976,0.43502203,0.4219
977,0.47847098,0.471
978,0.47454453,0.4978
979,0.45220277,0.4893
980,0.42965242,0.4648
981,0.40009353,0.4365
982,0.35583183,0.3774
983,0.3114293,0.316
984,0.2526211,0.2688
985,0.22673732,0.2283
986,0.20199403,0.1986
987,0.20033948,0.1798
988,0.18301073,0.1703
989,0.18778396,0.1667
990,0.18943644,0.1603
991,0.2016766,0.1667
992,0.21256399,0.1703
993,0.23331681,0.1803
994,0.24158725,0.203
995,0.27518272,0.2322
996,0.31527993,0.2722
997,0.3146647,0.3188
998,0.35867938,0.3655
999,0.41190258,0.4126
1000,0.45754418,0.455
1001,0.4981332,0.496
1002,0.4641564,0.515
1003,0.45003065,0.4954
1004,0.4079035,0.4604
1005,0.35552996,0.424
1006,0.32256773,0.377
1007,0.28648984,0.3215
1008,0.20173219,0.1768
1009,0.21512899,0.1742
1010,0.20058364,0.1615
1011,0.1861972,0.1515
1012,0.20688826,0.1467
1013,0.19266286,0.1462
1014,0.17529142,0.1459
1015,0.19667187,0.1393
1016,0.1991971,0.1467
1017,0.22080387,0.1711
1018,0.25103408,0.2091
1019,0.27634022,0.2478
1020,0.3106751,0.2722
1021,0.31790996,0.2898
1022,0.29307768,0.2732
1023,0.25845826,0.2378
1024,0.23083213,0.1978
1025,0.2014533,0.1703
1026,0.17205468,0.1506
1027,0.16208416,0.1349
1028,0.1545625,0.1288
1029,0.14524461,0.1362
1030,0.15702054,0.1589
1031,0.18985581,0.1746
1032,0.21197134,0.1786
1033,0.20802714,0.1772
1034,0.20017585,0.1603
1035,0.18154448,0.1476
1036,0.17999896,0.1406
1037,0.18516187,0.1376
1038,0.1778332,0.1393
1039,0.1974529,0.1476
1040,0.21244071,0.1664
1041,0.23536876,0.1978
1042,0.25253776,0.2391
1043,0.27365097,0.2722
1044,0.28057364,0.2937
1045,0.31207874,0.311
1046,0.28879464,0.2932
1047,0.25615475,0.2554
1048,0.2299674,0.2134
1049,0.20522466,0.1725
1050,0.16510868,0.1481
1051,0.15967767,0.131
1052,0.16034281,0.1236
1053,0.15965384,0.1301
1054,0.16848743,0.1511
1055,0.17934152,0.1715
1056,0.4880915,0.4744
1057,0.511997,0.4856
1058,0.5226169,0.4717
1059,0.50442785,0.4543
1060,0.46351448,0.421
1061,0.41380486,0.3792
1062,0.35374814,0.3237
1063,0.30097356,0.2717
1064,0.25844225,0.2374
1065,0.23308942,0.2173
1066,0.21373405,0.1959
1067,0.20458916,0.1873
1068,0.20861073,0.1925
1069,0.24110478,0.2091
1070,0.26241848,0.2532
1071,0.2939264,0.285
1072,0.29912505,0.3137
1073,0.30030042,0.3176
1074,0.29222503,0.3137
1075,0.305256,0.301
1076,0.34265718,0.3022
1077,0.38341293,0.3171
1078,0.49295864,0.3389
1079,0.5993858,0.3643
1080,0.47840714,0.3755
1081,0.48032147,0.39
1082,0.4982374,0.401
1083,0.47921848,0.407
1084,0.46982285,0.3765
1085,0.42495638,0.3408
1086,0.35884473,0.2927
