,Time,Temp(f),Humidity,Wind Speed,Condition
1665,2016-03-10 13:00:00,62.333333333333336,0.93,6.666666666666667,3.0
1667,2016-03-10 15:00:00,63.0,0.9,7.0,3.0
1669,2016-03-10 17:00:00,62.0,0.93,8.5,3.0
1670,2016-03-10 18:00:00,62.0,0.93,8.0,3.0
1671,2016-03-10 19:00:00,62.0,0.93,8.333333333333334,3.0
1676,2016-03-11 00:00:00,62.0,0.93,7.0,3.0
1677,2016-03-11 01:00:00,62.0,0.96,2.5,3.0
1678,2016-03-11 02:00:00,62.0,0.93,6.666666666666667,3.0
1679,2016-03-11 03:00:00,62.0,0.96,3.0,3.0
1680,2016-03-11 04:00:00,62.0,0.96,5.0,3.0
1681,2016-03-11 05:00:00,63.0,0.97,0.0,3.0
1682,2016-03-11 06:00:00,63.0,0.93,5.0,3.0
1683,2016-03-11 07:00:00,63.0,0.9433333333333334,5.333333333333333,3.0
1684,2016-03-11 08:00:00,64.0,0.96,3.0,3.0
1685,2016-03-11 09:00:00,64.0,0.93,3.0,3.0
1686,2016-03-11 10:00:00,64.0,0.93,4.666666666666667,3.0
1692,2016-03-11 16:00:00,66.0,0.87,3.0,3.0
1693,2016-03-11 17:00:00,63.0,0.93,5.0,3.0
1706,2016-03-12 06:00:00,57.5,0.9450000000000001,4.0,3.0
1728,2016-03-13 04:00:00,59.0,0.93,0.0,1.0
1729,2016-03-13 05:00:00,58.0,0.93,0.0,1.0
1730,2016-03-13 06:00:00,57.0,0.93,0.0,1.0
1731,2016-03-13 07:00:00,61.0,0.93,0.0,1.0
1772,2016-03-15 00:00:00,69.0,0.9,5.0,1.0
1773,2016-03-15 01:00:00,67.0,0.97,7.0,1.0
1774,2016-03-15 02:00:00,68.0,0.93,5.0,1.0
1775,2016-03-15 03:00:00,68.0,0.93,7.0,1.0
1776,2016-03-15 04:00:00,67.0,0.93,5.0,1.0
1777,2016-03-15 05:00:00,67.0,0.93,5.0,1.0
1778,2016-03-15 06:00:00,67.0,0.91,7.0,1.0
1779,2016-03-15 07:00:00,68.0,0.9,5.0,1.0
1780,2016-03-15 08:00:00,69.0,0.87,7.0,1.0
1810,2016-03-16 14:00:00,78.0,0.64,9.0,1.0
1812,2016-03-16 16:00:00,76.0,0.72,7.0,1.0
1813,2016-03-16 17:00:00,75.0,0.74,9.0,1.0
1814,2016-03-16 18:00:00,73.0,0.81,5.0,1.0
1823,2016-03-17 03:00:00,69.0,0.9,5.0,1.0
1824,2016-03-17 04:00:00,69.0,0.9,6.0,1.0
1826,2016-03-17 06:00:00,67.33333333333333,0.9566666666666667,4.666666666666667,1.0
1827,2016-03-17 07:00:00,67.0,0.97,2.0,1.0
1828,2016-03-17 08:00:00,67.75,0.9400000000000001,5.25,1.0
1829,2016-03-17 09:00:00,69.0,0.9,3.0,1.0
1830,2016-03-17 10:00:00,69.0,0.93,0.0,1.0
1843,2016-03-17 23:00:00,69.0,0.93,3.0,1.0
1844,2016-03-18 00:00:00,70.0,0.93,5.0,1.0
1845,2016-03-18 01:00:00,70.0,0.97,0.0,1.0
1846,2016-03-18 02:00:00,70.0,0.97,3.0,1.0
1847,2016-03-18 03:00:00,70.0,0.97,3.0,1.0
1848,2016-03-18 04:00:00,70.0,0.97,5.0,1.0
1849,2016-03-18 05:00:00,69.0,0.96,3.0,1.0
1851,2016-03-18 07:00:00,68.0,0.93,6.0,1.0
1852,2016-03-18 08:00:00,70.0,0.87,3.0,1.0
1853,2016-03-18 09:00:00,70.0,0.87,0.0,1.0
1854,2016-03-18 10:00:00,71.0,0.87,3.0,1.0
1855,2016-03-18 11:00:00,72.0,0.84,5.0,1.0
1861,2016-03-18 17:00:00,74.0,0.76,5.0,1.0
1862,2016-03-18 18:00:00,73.0,0.81,7.0,1.0
1863,2016-03-18 19:00:00,63.0,0.93,8.0,1.0
1865,2016-03-18 21:00:00,61.0,0.9,13.0,1.0
1987,2016-03-23 23:00:00,68.33333333333333,0.93,5.666666666666667,3.0
1988,2016-03-24 00:00:00,67.6,0.958,2.2,14.0
1989,2016-03-24 01:00:00,61.0,0.76,8.25,14.0
1990,2016-03-24 02:00:00,60.0,0.72,11.0,14.0
2042,2016-03-26 06:00:00,50.0,0.96,0.0,1.0
2064,2016-03-27 04:00:00,63.0,0.93,0.0,1.0
2065,2016-03-27 05:00:00,63.0,0.97,0.0,1.0
2066,2016-03-27 06:00:00,65.0,0.93,3.0,1.0
2067,2016-03-27 07:00:00,65.0,0.93,3.0,1.0
2112,2016-03-29 04:00:00,60.0,0.93,3.0,1.0
2113,2016-03-29 05:00:00,61.0,0.93,5.0,1.0
2114,2016-03-29 06:00:00,62.0,0.9,6.0,1.0
2115,2016-03-29 07:00:00,63.0,0.9,0.0,1.0
2116,2016-03-29 08:00:00,65.0,0.87,5.0,1.0
2117,2016-03-29 09:00:00,65.0,0.87,3.0,1.0
2118,2016-03-29 10:00:00,65.0,0.9,6.0,1.0
2120,2016-03-29 12:00:00,67.0,0.87,6.0,1.0
2122,2016-03-29 14:00:00,67.0,0.91,9.0,1.0
2123,2016-03-29 15:00:00,68.0,0.9,7.0,1.0
2124,2016-03-29 16:00:00,68.0,0.9259999999999999,5.4,1.0
2125,2016-03-29 17:00:00,69.0,0.9,5.0,1.0
2126,2016-03-29 18:00:00,69.0,0.9,8.0,1.0
2127,2016-03-29 19:00:00,68.0,0.96,9.0,1.0
2128,2016-03-29 20:00:00,68.0,0.96,7.5,1.0
2129,2016-03-29 21:00:00,68.0,1.0,8.0,1.0
2130,2016-03-29 22:00:00,69.33333333333333,0.9533333333333333,10.0,1.0
2131,2016-03-29 23:00:00,69.0,0.96,13.0,1.0
2133,2016-03-30 01:00:00,69.0,0.96,7.0,1.0
2134,2016-03-30 02:00:00,69.0,0.96,6.5,1.0
2135,2016-03-30 03:00:00,69.0,0.96,7.5,1.0
2136,2016-03-30 04:00:00,69.0,0.96,8.5,1.0
2137,2016-03-30 05:00:00,69.0,0.96,10.0,1.0
2138,2016-03-30 06:00:00,69.0,0.96,7.0,1.0
2139,2016-03-30 07:00:00,69.0,0.96,8.0,1.0
2141,2016-03-30 09:00:00,70.0,0.97,7.0,1.0
2142,2016-03-30 10:00:00,71.0,0.94,7.0,1.0
2144,2016-03-30 12:00:00,72.0,0.91,10.0,1.0
2145,2016-03-30 13:00:00,72.0,0.94,6.666666666666667,1.0
2152,2016-03-30 20:00:00,72.0,0.91,3.0,1.0
2153,2016-03-30 21:00:00,72.0,0.91,0.0,1.0
2154,2016-03-30 22:00:00,72.0,0.91,7.0,1.0
2155,2016-03-30 23:00:00,72.0,0.91,3.0,1.0
2156,2016-03-31 00:00:00,71.0,0.9,3.0,1.0
2157,2016-03-31 01:00:00,71.0,0.94,6.0,1.0
2158,2016-03-31 02:00:00,71.0,0.9,3.0,1.0
2159,2016-03-31 03:00:00,70.0,0.93,3.0,1.0
2160,2016-03-31 04:00:00,70.0,0.9,0.0,1.0
2161,2016-03-31 05:00:00,68.0,0.93,0.0,1.0
2162,2016-03-31 06:00:00,68.0,0.93,0.0,1.0
2163,2016-03-31 07:00:00,72.0,0.84,0.0,1.0
2184,2016-04-01 04:00:00,54.5,0.735,6.5,14.0
2186,2016-04-01 06:00:00,54.5,0.745,8.0,14.0
2188,2016-04-01 08:00:00,55.0,0.77,8.0,14.0
2190,2016-04-01 10:00:00,53.666666666666664,0.84,8.333333333333334,14.0
2191,2016-04-01 11:00:00,52.5,0.9,9.75,14.0
2380,2016-04-09 08:00:00,60.0,0.835,1.5,14.0
2382,2016-04-09 10:00:00,70.0,0.57,7.0,14.0
2442,2016-04-11 22:00:00,72.0,0.91,0.0,1.0
2443,2016-04-11 23:00:00,71.0,0.94,0.0,1.0
2456,2016-04-12 12:00:00,66.0,0.81,7.0,14.0
2457,2016-04-12 13:00:00,66.0,0.81,6.0,14.0
2465,2016-04-12 21:00:00,63.75,0.9575,9.0,14.0
2466,2016-04-12 22:00:00,62.0,0.93,10.0,14.0
2467,2016-04-12 23:00:00,62.0,0.93,7.666666666666667,14.0
2468,2016-04-13 00:00:00,62.0,0.93,3.3333333333333335,3.0
2469,2016-04-13 01:00:00,62.0,0.954,1.2,3.0
2470,2016-04-13 02:00:00,61.0,0.97,7.0,3.0
2474,2016-04-13 06:00:00,62.0,0.93,5.0,3.0
2490,2016-04-13 22:00:00,60.0,0.93,0.0,3.0
2491,2016-04-13 23:00:00,58.0,0.93,0.0,3.0
2492,2016-04-14 00:00:00,56.0,0.97,0.0,1.0
2493,2016-04-14 01:00:00,56.0,0.93,0.0,1.0
2494,2016-04-14 02:00:00,56.0,0.93,3.0,1.0
2495,2016-04-14 03:00:00,55.0,0.93,0.0,1.0
2496,2016-04-14 04:00:00,55.0,0.96,0.0,1.0
2497,2016-04-14 05:00:00,56.0,0.97,5.0,1.0
2498,2016-04-14 06:00:00,56.0,0.93,6.0,1.0
2499,2016-04-14 07:00:00,59.0,0.9,5.0,1.0
2518,2016-04-15 02:00:00,55.0,0.93,0.0,1.0
2519,2016-04-15 03:00:00,56.0,0.93,0.0,1.0
2520,2016-04-15 04:00:00,58.0,0.97,0.0,1.0
2521,2016-04-15 05:00:00,59.0,0.96,3.0,1.0
2522,2016-04-15 06:00:00,59.0,0.93,3.0,1.0
2549,2016-04-16 09:00:00,67.33333333333333,0.9433333333333334,8.333333333333334,3.0
2550,2016-04-16 10:00:00,70.0,0.9,7.0,3.0
2553,2016-04-16 13:00:00,72.33333333333333,0.8966666666666666,5.0,3.0
2554,2016-04-16 14:00:00,72.66666666666667,0.9199999999999999,7.666666666666667,3.0
2555,2016-04-16 15:00:00,72.25,0.9299999999999999,4.5,3.0
2556,2016-04-16 16:00:00,72.25,0.94,6.25,3.0
2557,2016-04-16 17:00:00,72.0,0.94,6.333333333333333,3.0
2558,2016-04-16 18:00:00,71.4,0.9480000000000001,8.8,3.0
2560,2016-04-16 20:00:00,70.0,0.97,14.0,3.0
2562,2016-04-16 22:00:00,70.0,0.93,10.0,3.0
2563,2016-04-16 23:00:00,70.0,0.93,11.0,3.0
2564,2016-04-17 00:00:00,70.0,0.93,9.0,3.0
2565,2016-04-17 01:00:00,69.0,0.96,13.0,3.0
2567,2016-04-17 03:00:00,70.0,0.93,8.0,3.0
2568,2016-04-17 04:00:00,70.0,0.97,7.0,3.0
2569,2016-04-17 05:00:00,70.0,0.97,6.0,3.0
2570,2016-04-17 06:00:00,71.0,0.94,6.0,3.0
2571,2016-04-17 07:00:00,71.0,0.96,4.0,3.0
2572,2016-04-17 08:00:00,73.0,0.94,7.0,3.0
2576,2016-04-17 12:00:00,73.0,0.9025000000000001,8.25,3.0
2577,2016-04-17 13:00:00,71.0,0.9299999999999999,6.25,3.0
2578,2016-04-17 14:00:00,68.0,0.96,5.0,3.0
2579,2016-04-17 15:00:00,64.33333333333333,0.9633333333333333,10.333333333333334,3.0
2580,2016-04-17 16:00:00,65.0,0.962,5.0,3.0
2581,2016-04-17 17:00:00,65.4,0.966,3.8,3.0
2582,2016-04-17 18:00:00,66.0,0.96,6.0,3.0
2583,2016-04-17 19:00:00,67.0,0.97,0.0,3.0
2586,2016-04-17 22:00:00,69.0,0.96,4.0,3.0
2588,2016-04-18 00:00:00,69.0,0.93,3.0,3.0
2589,2016-04-18 01:00:00,68.0,0.9559999999999998,4.6,3.0
2590,2016-04-18 02:00:00,67.4,0.97,2.8,3.0
2591,2016-04-18 03:00:00,66.28571428571429,0.9742857142857143,6.285714285714286,3.0
2595,2016-04-18 07:00:00,65.42857142857143,0.9614285714285715,6.857142857142857,3.0
2596,2016-04-18 08:00:00,65.0,0.97,2.8,3.0
2597,2016-04-18 09:00:00,66.0,0.93,3.0,3.0
2598,2016-04-18 10:00:00,67.0,0.93,6.0,3.0
2599,2016-04-18 11:00:00,67.33333333333333,0.9566666666666667,6.333333333333333,3.0
2604,2016-04-18 16:00:00,69.66666666666667,0.92,1.0,3.0
2605,2016-04-18 17:00:00,69.0,0.93,6.0,3.0
2610,2016-04-18 22:00:00,64.0,0.96,0.0,3.0
2611,2016-04-18 23:00:00,64.0,0.96,0.0,3.0
2612,2016-04-19 00:00:00,64.0,0.96,0.0,1.0
2614,2016-04-19 02:00:00,63.0,0.97,0.0,1.0
2615,2016-04-19 03:00:00,63.0,1.0,0.0,1.0
2616,2016-04-19 04:00:00,64.0,0.96,0.0,1.0
2617,2016-04-19 05:00:00,65.0,0.97,3.0,1.0
2618,2016-04-19 06:00:00,65.0,0.97,3.0,1.0
2619,2016-04-19 07:00:00,66.0,0.93,0.0,1.0
2620,2016-04-19 08:00:00,66.0,0.96,3.0,1.0
2639,2016-04-20 03:00:00,68.0,0.96,5.0,3.0
2642,2016-04-20 06:00:00,60.6,0.9359999999999999,6.4,3.0
2643,2016-04-20 07:00:00,61.6,0.9480000000000001,1.0,3.0
2644,2016-04-20 08:00:00,63.0,0.9,5.0,3.0
2664,2016-04-21 04:00:00,67.0,0.93,5.0,14.0
2665,2016-04-21 05:00:00,62.0,0.915,11.5,14.0
2667,2016-04-21 07:00:00,61.0,0.93,8.666666666666666,14.0
2668,2016-04-21 08:00:00,60.75,0.93,4.25,14.0
2669,2016-04-21 09:00:00,60.666666666666664,0.9666666666666668,3.0,14.0
2670,2016-04-21 10:00:00,61.0,0.93,7.0,14.0
2762,2016-04-25 06:00:00,71.0,0.9,6.0,1.0
2795,2016-04-26 15:00:00,84.0,0.61,11.0,1.0
2796,2016-04-26 16:00:00,82.0,0.69,10.0,1.0
2797,2016-04-26 17:00:00,75.0,0.88,14.0,1.0
2798,2016-04-26 18:00:00,75.0,0.88,13.0,1.0
2799,2016-04-26 19:00:00,74.0,0.91,11.0,1.0
2800,2016-04-26 20:00:00,74.0,0.94,7.0,1.0
2801,2016-04-26 21:00:00,74.0,0.91,7.0,1.0
2802,2016-04-26 22:00:00,73.0,0.94,10.0,1.0
2803,2016-04-26 23:00:00,73.0,0.9,9.0,1.0
2804,2016-04-27 00:00:00,72.0,0.94,11.0,14.0
2805,2016-04-27 01:00:00,63.0,0.9800000000000001,8.0,14.0
2806,2016-04-27 02:00:00,62.0,0.98,3.5,14.0
2807,2016-04-27 03:00:00,63.0,0.93,11.0,14.0
2831,2016-04-28 03:00:00,66.0,0.93,6.0,1.0
2845,2016-04-28 17:00:00,81.0,0.74,7.0,1.0
2846,2016-04-28 18:00:00,80.0,0.76,7.0,1.0
2848,2016-04-28 20:00:00,78.0,0.85,9.0,1.0
2851,2016-04-28 23:00:00,75.0,0.895,6.5,1.0
2852,2016-04-29 00:00:00,75.0,0.9,7.0,1.0
2853,2016-04-29 01:00:00,75.0,0.9,3.0,1.0
2857,2016-04-29 05:00:00,76.0,0.91,8.0,1.0
2858,2016-04-29 06:00:00,77.0,0.88,8.0,1.0
2859,2016-04-29 07:00:00,78.0,0.85,8.0,1.0
2860,2016-04-29 08:00:00,78.0,0.85,8.0,1.0
2861,2016-04-29 09:00:00,80.0,0.79,13.0,1.0
2862,2016-04-29 10:00:00,81.0,0.79,7.0,1.0
2863,2016-04-29 11:00:00,78.0,0.87,10.0,1.0
2865,2016-04-29 13:00:00,80.0,0.79,9.0,1.0
2873,2016-04-29 21:00:00,78.0,0.87,5.0,1.0
2874,2016-04-29 22:00:00,77.0,0.9,3.0,1.0
2875,2016-04-29 23:00:00,76.0,0.91,0.0,1.0
2879,2016-04-30 03:00:00,73.5,0.9199999999999999,8.75,14.0
2880,2016-04-30 04:00:00,69.66666666666667,0.9366666666666666,8.0,14.0
2923,2016-05-01 23:00:00,70.0,0.53,7.0,14.0
2931,2016-05-02 07:00:00,61.0,0.72,9.0,14.0
2932,2016-05-02 08:00:00,61.0,0.71,7.5,14.0
3078,2016-05-08 10:00:00,70.0,0.87,5.0,3.0
3079,2016-05-08 11:00:00,72.5,0.8400000000000001,6.0,3.0
3080,2016-05-08 12:00:00,71.5,0.8700000000000001,6.5,3.0
3081,2016-05-08 13:00:00,70.0,0.93,6.0,3.0
3115,2016-05-09 23:00:00,74.0,0.88,7.0,1.0
3116,2016-05-10 00:00:00,74.0,0.88,7.0,1.0
3117,2016-05-10 01:00:00,74.0,0.88,3.0,1.0
3118,2016-05-10 02:00:00,74.0,0.88,7.0,1.0
3119,2016-05-10 03:00:00,74.0,0.88,5.0,1.0
3120,2016-05-10 04:00:00,74.0,0.88,6.0,1.0
3121,2016-05-10 05:00:00,74.0,0.88,5.0,1.0
3122,2016-05-10 06:00:00,74.0,0.91,3.0,1.0
3123,2016-05-10 07:00:00,75.0,0.88,3.0,1.0
3124,2016-05-10 08:00:00,79.0,0.79,3.0,1.0
3125,2016-05-10 09:00:00,83.0,0.7,5.0,1.0
3128,2016-05-10 12:00:00,89.0,0.59,9.0,1.0
3130,2016-05-10 14:00:00,89.0,0.59,10.0,1.0
3131,2016-05-10 15:00:00,89.0,0.57,10.0,1.0
3132,2016-05-10 16:00:00,88.0,0.59,11.0,1.0
3138,2016-05-10 22:00:00,66.75,0.9225,8.5,1.0
3139,2016-05-10 23:00:00,66.0,0.93,8.5,1.0
3140,2016-05-11 00:00:00,65.0,0.93,8.0,14.0
3141,2016-05-11 01:00:00,65.0,0.93,7.5,14.0
3142,2016-05-11 02:00:00,66.0,0.93,3.0,14.0
3143,2016-05-11 03:00:00,65.0,0.97,3.0,14.0
3144,2016-05-11 04:00:00,65.33333333333333,0.9466666666666667,9.333333333333334,14.0
3174,2016-05-12 10:00:00,70.0,0.87,13.5,3.0
3175,2016-05-12 11:00:00,69.0,0.87,5.0,3.0
3178,2016-05-12 14:00:00,80.0,0.64,5.0,3.0
3223,2016-05-14 11:00:00,78.0,0.76,5.0,14.0
3224,2016-05-14 12:00:00,71.5,0.9199999999999999,0.75,14.0
3225,2016-05-14 13:00:00,71.6,0.922,4.8,14.0
3226,2016-05-14 14:00:00,70.75,0.9375,2.5,14.0
3227,2016-05-14 15:00:00,68.8,0.942,3.2,14.0
3228,2016-05-14 16:00:00,67.0,0.9700000000000001,5.666666666666667,14.0
3229,2016-05-14 17:00:00,67.0,0.97,6.0,14.0
3233,2016-05-14 21:00:00,66.0,0.93,0.0,14.0
3256,2016-05-15 20:00:00,68.0,0.9316666666666666,4.0,3.0
3257,2016-05-15 21:00:00,68.0,0.93,5.0,3.0
3258,2016-05-15 22:00:00,68.0,0.96,3.0,3.0
3259,2016-05-15 23:00:00,67.5,0.98,4.5,3.0
3260,2016-05-16 00:00:00,66.75,0.9924999999999999,5.75,3.0
3261,2016-05-16 01:00:00,67.0,0.97,5.25,3.0
3262,2016-05-16 02:00:00,67.5,0.965,0.0,3.0
3263,2016-05-16 03:00:00,68.0,0.955,3.5,3.0
3264,2016-05-16 04:00:00,67.0,0.97,5.2,3.0
3266,2016-05-16 06:00:00,67.0,0.97,0.0,3.0
3267,2016-05-16 07:00:00,68.0,0.96,3.0,3.0
3284,2016-05-17 00:00:00,67.0,0.97,5.0,1.0
3285,2016-05-17 01:00:00,68.0,0.93,0.0,1.0
3287,2016-05-17 03:00:00,67.0,0.97,5.0,1.0
3288,2016-05-17 04:00:00,67.0,0.97,5.0,1.0
3289,2016-05-17 05:00:00,67.0,0.97,0.0,1.0
3290,2016-05-17 06:00:00,67.0,0.97,5.0,1.0
3291,2016-05-17 07:00:00,67.0,1.0,5.0,1.0
3292,2016-05-17 08:00:00,68.0,0.93,5.0,1.0
3305,2016-05-17 21:00:00,71.0,0.71,9.0,1.0
3306,2016-05-17 22:00:00,69.0,0.76,7.0,1.0
3307,2016-05-17 23:00:00,65.0,0.93,6.0,1.0
3308,2016-05-18 00:00:00,65.0,0.9,7.0,14.0
3309,2016-05-18 01:00:00,64.5,0.915,8.0,14.0
3334,2016-05-19 02:00:00,63.0,0.93,6.0,3.0
3335,2016-05-19 03:00:00,63.0,0.93,2.6666666666666665,3.0
3336,2016-05-19 04:00:00,63.0,0.95,2.0,3.0
