,Time,Temp(f),Humidity,Wind Speed,Condition
17600,2018-01-05 04:00:00,44.0,0.55,0.0,3.0
17627,2018-01-06 07:00:00,46.0,0.86,0.0,1.0
17629,2018-01-06 09:00:00,48.0,0.86,5.0,1.0
17662,2018-01-07 18:00:00,64.0,0.81,0.0,3.0
17717,2018-01-10 01:00:00,49.0,0.86,6.0,1.0
17718,2018-01-10 02:00:00,48.0,0.89,8.0,1.0
17719,2018-01-10 03:00:00,48.0,0.93,3.0,1.0
17720,2018-01-10 04:00:00,48.0,0.93,10.0,1.0
17721,2018-01-10 05:00:00,48.0,0.93,6.0,1.0
17722,2018-01-10 06:00:00,49.0,0.9,3.0,1.0
17723,2018-01-10 07:00:00,50.0,0.93,3.0,1.0
17724,2018-01-10 08:00:00,51.0,0.89,6.0,1.0
17725,2018-01-10 09:00:00,53.0,0.86,7.0,1.0
17726,2018-01-10 10:00:00,54.0,0.87,7.0,1.0
17739,2018-01-10 23:00:00,62.0,0.8,0.0,1.0
17841,2018-01-15 05:00:00,40.0,0.93,0.0,3.0
17842,2018-01-15 06:00:00,41.0,0.93,0.0,3.0
17843,2018-01-15 07:00:00,41.0,0.93,0.0,3.0
17858,2018-01-15 22:00:00,40.666666666666664,0.8566666666666666,14.666666666666666,3.0
17859,2018-01-15 23:00:00,39.0,0.86,11.0,3.0
17860,2018-01-16 00:00:00,37.0,0.88,12.333333333333334,3.0
17861,2018-01-16 01:00:00,33.0,0.85,11.0,3.0
17862,2018-01-16 02:00:00,32.666666666666664,0.84,11.666666666666666,3.0
17863,2018-01-16 03:00:00,30.5,0.79,11.0,3.0
17865,2018-01-16 05:00:00,28.0,0.705,12.5,3.0
17866,2018-01-16 06:00:00,27.5,0.63,12.0,3.0
17869,2018-01-16 09:00:00,26.0,0.6,11.0,3.0
17870,2018-01-16 10:00:00,27.0,0.51,10.0,3.0
17945,2018-01-19 13:00:00,49.0,0.74,3.0,1.0
17950,2018-01-19 18:00:00,52.0,0.86,5.0,1.0
17951,2018-01-19 19:00:00,52.0,0.875,0.0,1.0
17952,2018-01-19 20:00:00,51.0,0.96,0.0,1.0
17953,2018-01-19 21:00:00,51.0,0.96,0.0,1.0
17990,2018-01-21 10:00:00,66.0,0.93,6.0,3.0
17991,2018-01-21 11:00:00,66.0,0.93,5.0,3.0
18003,2018-01-21 23:00:00,64.0,0.93,3.0,3.0
18108,2018-01-26 08:00:00,51.0,0.86,5.0,1.0
18125,2018-01-27 01:00:00,64.0,0.9,5.0,1.0
18126,2018-01-27 02:00:00,63.0,0.93,5.0,1.0
18127,2018-01-27 03:00:00,63.0,0.93,2.5,1.0
18132,2018-01-27 08:00:00,62.0,1.0,0.0,1.0
18133,2018-01-27 09:00:00,63.0,0.97,0.0,1.0
18135,2018-01-27 11:00:00,62.0,0.9,8.5,1.0
18296,2018-02-03 04:00:00,47.0,0.63,6.0,3.0
18298,2018-02-03 06:00:00,43.0,0.86,7.0,3.0
18299,2018-02-03 07:00:00,44.0,0.89,3.0,3.0
18314,2018-02-03 22:00:00,51.0,0.96,0.0,3.0
18315,2018-02-03 23:00:00,51.0,0.92,0.0,3.0
18316,2018-02-04 00:00:00,50.0,0.93,0.0,1.0
18317,2018-02-04 01:00:00,48.0,0.96,0.0,1.0
18318,2018-02-04 02:00:00,48.0,0.96,0.0,1.0
18319,2018-02-04 03:00:00,47.0,0.97,0.0,1.0
18320,2018-02-04 04:00:00,45.0,0.97,0.0,1.0
18321,2018-02-04 05:00:00,43.0,1.0,0.0,1.0
18322,2018-02-04 06:00:00,45.0,1.0,3.0,1.0
18323,2018-02-04 07:00:00,43.0,1.0,0.0,1.0
18324,2018-02-04 08:00:00,46.0,1.0,0.0,1.0
18372,2018-02-06 08:00:00,50.0,0.93,7.0,3.0
18375,2018-02-06 11:00:00,47.0,0.97,3.0,3.0
18378,2018-02-06 14:00:00,46.0,0.93,6.0,3.0
18382,2018-02-06 18:00:00,45.0,0.93,5.5,3.0
18393,2018-02-07 05:00:00,37.0,0.89,11.0,3.0
18395,2018-02-07 07:00:00,37.0,0.82,7.0,3.0
18445,2018-02-09 09:00:00,53.0,0.8,3.0,3.0
18455,2018-02-09 19:00:00,58.5,0.9,3.0,3.0
18456,2018-02-09 20:00:00,58.0,0.93,0.0,3.0
18457,2018-02-09 21:00:00,57.0,0.96,0.0,3.0
18458,2018-02-09 22:00:00,57.333333333333336,0.9500000000000001,1.0,3.0
18459,2018-02-09 23:00:00,58.0,0.9700000000000001,2.6666666666666665,3.0
18460,2018-02-10 00:00:00,59.0,0.93,3.0,1.0
18461,2018-02-10 01:00:00,59.0,0.96,0.0,1.0
18462,2018-02-10 02:00:00,59.0,0.96,3.0,1.0
18463,2018-02-10 03:00:00,60.0,0.96,3.0,1.0
18464,2018-02-10 04:00:00,60.0,0.96,2.25,1.0
18465,2018-02-10 05:00:00,59.0,0.96,0.0,1.0
18466,2018-02-10 06:00:00,59.0,0.96,0.0,1.0
18467,2018-02-10 07:00:00,58.0,1.0,0.0,1.0
18468,2018-02-10 08:00:00,60.0,0.96,0.0,1.0
18469,2018-02-10 09:00:00,60.0,0.96,0.0,1.0
18470,2018-02-10 10:00:00,62.0,0.93,0.0,1.0
18471,2018-02-10 11:00:00,59.0,0.9,11.0,1.0
18472,2018-02-10 12:00:00,48.0,0.89,6.0,1.0
18473,2018-02-10 13:00:00,46.0,0.89,9.0,1.0
18474,2018-02-10 14:00:00,46.0,0.89,9.0,1.0
18475,2018-02-10 15:00:00,45.0,0.83,9.0,1.0
18476,2018-02-10 16:00:00,46.0,0.79,5.0,1.0
18477,2018-02-10 17:00:00,46.0,0.77,7.0,1.0
18482,2018-02-10 22:00:00,41.0,0.82,8.0,1.0
18483,2018-02-10 23:00:00,40.0,0.86,7.0,1.0
18484,2018-02-11 00:00:00,39.0,0.89,3.0,1.0
18485,2018-02-11 01:00:00,37.0,0.93,10.0,1.0
18486,2018-02-11 02:00:00,37.0,0.89,8.0,1.0
18488,2018-02-11 04:00:00,34.0,0.92,8.0,1.0
18489,2018-02-11 05:00:00,33.0,0.89,10.0,1.0
18495,2018-02-11 11:00:00,32.0,0.69,8.0,1.0
18496,2018-02-11 12:00:00,32.0,0.755,8.5,1.0
18501,2018-02-11 17:00:00,42.0,0.49,7.0,1.0
18528,2018-02-12 20:00:00,38.0,0.79,3.0,1.0
18529,2018-02-12 21:00:00,38.0,0.83,0.0,1.0
18530,2018-02-12 22:00:00,39.0,0.79,0.0,1.0
18534,2018-02-13 02:00:00,40.0,0.83,0.0,1.0
18535,2018-02-13 03:00:00,40.0,0.86,0.0,1.0
18536,2018-02-13 04:00:00,39.5,0.93,0.0,1.0
18537,2018-02-13 05:00:00,40.0,0.91,4.0,1.0
18538,2018-02-13 06:00:00,40.0,0.93,0.0,1.0
18539,2018-02-13 07:00:00,41.0,0.93,0.0,1.0
18540,2018-02-13 08:00:00,41.0,0.93,1.5,1.0
18541,2018-02-13 09:00:00,42.0,0.89,3.0,1.0
18542,2018-02-13 10:00:00,42.0,0.92,3.0,1.0
18543,2018-02-13 11:00:00,44.0,0.89,3.0,1.0
18544,2018-02-13 12:00:00,45.0,0.9,0.0,1.0
18546,2018-02-13 14:00:00,47.0,0.86,0.0,1.0
18547,2018-02-13 15:00:00,47.0,0.9,3.0,1.0
18548,2018-02-13 16:00:00,47.0,0.9,3.0,1.0
18549,2018-02-13 17:00:00,47.0,0.93,0.0,1.0
18550,2018-02-13 18:00:00,47.0,0.93,0.0,1.0
18551,2018-02-13 19:00:00,47.0,0.93,0.0,1.0
18552,2018-02-13 20:00:00,47.0,0.93,0.0,1.0
18553,2018-02-13 21:00:00,46.0,0.96,0.0,1.0
18554,2018-02-13 22:00:00,46.0,0.96,0.0,1.0
18555,2018-02-13 23:00:00,46.0,0.96,0.0,1.0
18556,2018-02-14 00:00:00,47.0,0.97,0.0,1.0
18557,2018-02-14 01:00:00,47.0,0.97,0.0,1.0
18558,2018-02-14 02:00:00,47.0,0.98,0.0,1.0
18559,2018-02-14 03:00:00,48.0,0.9500000000000001,0.0,1.0
18560,2018-02-14 04:00:00,48.0,0.96,0.0,1.0
18561,2018-02-14 05:00:00,48.0,0.96,0.0,1.0
18562,2018-02-14 06:00:00,48.0,0.96,0.0,1.0
18563,2018-02-14 07:00:00,48.0,1.0,0.0,1.0
18564,2018-02-14 08:00:00,50.0,0.96,0.0,1.0
18565,2018-02-14 09:00:00,50.0,1.0,0.0,1.0
18566,2018-02-14 10:00:00,53.0,0.96,0.0,1.0
18567,2018-02-14 11:00:00,55.0,0.96,0.0,1.0
18568,2018-02-14 12:00:00,57.0,0.93,6.0,1.0
18569,2018-02-14 13:00:00,60.0,0.86,3.0,1.0
18578,2018-02-14 22:00:00,63.0,0.93,5.0,1.0
18579,2018-02-14 23:00:00,64.0,0.93,6.0,1.0
18581,2018-02-15 01:00:00,64.0,0.96,6.0,1.0
18582,2018-02-15 02:00:00,64.0,0.96,7.0,1.0
18587,2018-02-15 07:00:00,66.0,0.93,6.0,1.0
18588,2018-02-15 08:00:00,66.0,0.9375,7.0,1.0
18636,2018-02-17 08:00:00,50.0,0.86,6.0,3.0
18644,2018-02-17 16:00:00,57.5,0.81,2.5,3.0
18652,2018-02-18 00:00:00,53.0,0.83,3.0,1.0
18656,2018-02-18 04:00:00,52.0,0.93,0.0,1.0
18657,2018-02-18 05:00:00,52.0,0.93,3.0,1.0
18658,2018-02-18 06:00:00,52.0,0.95,1.5,1.0
18659,2018-02-18 07:00:00,52.0,0.97,5.0,1.0
18660,2018-02-18 08:00:00,52.0,0.97,0.0,1.0
18661,2018-02-18 09:00:00,53.0,0.96,5.0,1.0
18662,2018-02-18 10:00:00,54.0,0.97,0.0,1.0
18696,2018-02-19 20:00:00,73.0,0.79,14.0,3.0
18697,2018-02-19 21:00:00,73.0,0.79,14.0,3.0
18710,2018-02-20 10:00:00,69.0,0.93,5.0,3.0
18711,2018-02-20 11:00:00,69.0,0.955,5.833333333333333,3.0
18712,2018-02-20 12:00:00,70.0,0.93,6.0,3.0
18713,2018-02-20 13:00:00,70.0,0.93,6.0,3.0
18714,2018-02-20 14:00:00,70.5,0.915,8.0,3.0
18715,2018-02-20 15:00:00,72.0,0.87,10.0,3.0
18723,2018-02-20 23:00:00,71.0,0.9,7.0,3.0
18727,2018-02-21 03:00:00,48.0,0.89,8.0,3.0
18729,2018-02-21 05:00:00,45.0,0.9,11.0,3.0
18732,2018-02-21 08:00:00,42.5,0.88,8.5,3.0
18734,2018-02-21 10:00:00,43.0,0.89,8.0,3.0
18735,2018-02-21 11:00:00,42.6,0.9099999999999999,9.2,3.0
18736,2018-02-21 12:00:00,41.333333333333336,0.89,9.666666666666666,3.0
18737,2018-02-21 13:00:00,40.0,0.93,9.0,3.0
18740,2018-02-21 16:00:00,39.5,0.93,5.5,3.0
18751,2018-02-22 03:00:00,38.0,0.93,6.0,1.0
18752,2018-02-22 04:00:00,37.0,0.96,6.0,1.0
18753,2018-02-22 05:00:00,37.0,0.96,8.0,1.0
18754,2018-02-22 06:00:00,37.0,0.96,4.0,1.0
18755,2018-02-22 07:00:00,37.0,0.93,6.5,1.0
18756,2018-02-22 08:00:00,37.0,0.96,5.0,1.0
18757,2018-02-22 09:00:00,38.0,0.97,5.0,1.0
18758,2018-02-22 10:00:00,39.0,0.93,5.0,1.0
18759,2018-02-22 11:00:00,40.0,0.93,6.0,1.0
18760,2018-02-22 12:00:00,41.0,0.93,7.0,1.0
18761,2018-02-22 13:00:00,41.0,0.93,5.0,1.0
18762,2018-02-22 14:00:00,43.0,0.93,6.0,1.0
18763,2018-02-22 15:00:00,43.0,0.97,3.0,1.0
18764,2018-02-22 16:00:00,44.0,0.93,3.0,1.0
18765,2018-02-22 17:00:00,44.0,0.96,4.0,1.0
18766,2018-02-22 18:00:00,44.0,0.93,6.0,1.0
18767,2018-02-22 19:00:00,43.0,0.97,3.0,1.0
18768,2018-02-22 20:00:00,43.0,0.97,6.0,1.0
18769,2018-02-22 21:00:00,43.0,0.95,4.5,1.0
18770,2018-02-22 22:00:00,43.0,0.97,3.25,1.0
18771,2018-02-22 23:00:00,43.5,0.95,1.25,1.0
18772,2018-02-23 00:00:00,43.333333333333336,0.9566666666666667,6.0,1.0
18774,2018-02-23 02:00:00,44.0,0.93,5.0,1.0
18775,2018-02-23 03:00:00,44.0,0.93,3.0,1.0
18776,2018-02-23 04:00:00,44.0,0.96,4.0,1.0
18777,2018-02-23 05:00:00,45.0,0.98,0.0,1.0
18778,2018-02-23 06:00:00,44.166666666666664,0.9866666666666667,2.8333333333333335,1.0
18779,2018-02-23 07:00:00,45.0,1.0,6.0,1.0
18780,2018-02-23 08:00:00,48.0,0.96,0.0,1.0
18781,2018-02-23 09:00:00,51.0,0.96,0.0,1.0
18782,2018-02-23 10:00:00,52.0,0.97,0.0,1.0
18783,2018-02-23 11:00:00,53.0,1.0,3.0,1.0
18784,2018-02-23 12:00:00,54.0,0.97,7.0,1.0
18785,2018-02-23 13:00:00,56.0,0.93,6.0,1.0
18786,2018-02-23 14:00:00,58.0,0.93,3.0,1.0
18788,2018-02-23 16:00:00,62.0,0.9,3.0,1.0
18789,2018-02-23 17:00:00,62.0,0.93,0.0,1.0
18790,2018-02-23 18:00:00,62.0,0.9,0.0,1.0
18791,2018-02-23 19:00:00,61.0,0.97,0.0,1.0
18792,2018-02-23 20:00:00,63.0,0.9,3.0,1.0
18795,2018-02-23 23:00:00,65.0,0.9,0.0,1.0
18796,2018-02-24 00:00:00,64.0,0.93,3.0,1.0
18797,2018-02-24 01:00:00,66.0,0.93,6.0,1.0
18798,2018-02-24 02:00:00,66.0,0.96,7.0,1.0
18799,2018-02-24 03:00:00,67.0,0.97,7.0,1.0
18800,2018-02-24 04:00:00,68.5,0.915,7.5,1.0
18829,2018-02-25 09:00:00,59.0,0.69,7.0,14.0
18830,2018-02-25 10:00:00,63.0,0.6,6.0,14.0
18843,2018-02-25 23:00:00,52.0,0.97,0.0,14.0
18844,2018-02-26 00:00:00,51.0,0.96,5.0,1.0
18845,2018-02-26 01:00:00,50.0,0.96,0.0,1.0
18846,2018-02-26 02:00:00,49.0,0.93,0.0,1.0
18847,2018-02-26 03:00:00,48.0,0.96,3.0,1.0
18848,2018-02-26 04:00:00,48.0,1.0,0.0,1.0
18849,2018-02-26 05:00:00,48.0,0.93,0.0,1.0
18850,2018-02-26 06:00:00,47.0,0.97,0.0,1.0
18851,2018-02-26 07:00:00,47.0,0.97,0.0,1.0
18873,2018-02-27 05:00:00,60.0,0.93,0.0,3.0
18874,2018-02-27 06:00:00,60.0,0.96,7.0,3.0
18875,2018-02-27 07:00:00,61.0,0.97,5.0,3.0
18876,2018-02-27 08:00:00,62.0,0.96,5.0,3.0
18877,2018-02-27 09:00:00,62.666666666666664,0.98,4.0,3.0
18878,2018-02-27 10:00:00,64.0,0.96,5.0,3.0
18879,2018-02-27 11:00:00,66.0,0.96,5.0,3.0
18880,2018-02-27 12:00:00,70.0,0.93,10.0,3.0
18917,2018-03-01 01:00:00,63.0,0.76,18.0,3.0
18979,2018-03-03 15:00:00,67.0,0.79,8.0,3.0
18980,2018-03-03 16:00:00,64.5,0.9225,5.0,3.0
18981,2018-03-03 17:00:00,63.5,0.95,5.0,3.0
18982,2018-03-03 18:00:00,62.333333333333336,0.9533333333333333,8.666666666666666,3.0
18983,2018-03-03 19:00:00,62.0,0.96,6.4,3.0
18984,2018-03-03 20:00:00,62.0,0.93,7.0,3.0
18985,2018-03-03 21:00:00,63.0,0.93,5.0,3.0
18986,2018-03-03 22:00:00,63.0,0.93,4.5,3.0
18987,2018-03-03 23:00:00,63.0,0.97,5.0,3.0
18988,2018-03-04 00:00:00,63.0,0.97,7.0,1.0
18989,2018-03-04 01:00:00,64.0,0.93,5.0,1.0
18990,2018-03-04 02:00:00,64.0,0.96,6.0,1.0
18991,2018-03-04 03:00:00,64.0,0.96,8.0,1.0
18992,2018-03-04 04:00:00,65.0,0.97,5.0,1.0
18993,2018-03-04 05:00:00,65.0,0.9700000000000001,5.333333333333333,1.0
18994,2018-03-04 06:00:00,66.0,0.93,6.0,1.0
18997,2018-03-04 09:00:00,68.0,0.9,8.0,1.0
18998,2018-03-04 10:00:00,69.0,0.9,6.5,1.0
18999,2018-03-04 11:00:00,69.0,0.93,6.0,1.0
19002,2018-03-04 14:00:00,79.0,0.58,6.0,1.0
19127,2018-03-09 19:00:00,66.0,0.78,9.0,3.0
19276,2018-03-16 00:00:00,63.0,0.93,6.0,1.0
19277,2018-03-16 01:00:00,63.0,0.9566666666666667,6.0,1.0
19278,2018-03-16 02:00:00,64.0,0.93,6.0,1.0
19303,2018-03-17 03:00:00,68.0,0.93,5.0,1.0
19324,2018-03-18 00:00:00,70.0,0.87,6.0,1.0
19325,2018-03-18 01:00:00,69.0,0.93,1.0,1.0
19326,2018-03-18 02:00:00,69.0,0.93,1.2,1.0
19327,2018-03-18 03:00:00,68.0,0.96,3.0,1.0
19328,2018-03-18 04:00:00,68.0,0.96,0.0,1.0
19329,2018-03-18 05:00:00,68.0,0.96,0.0,1.0
19330,2018-03-18 06:00:00,69.0,0.93,0.0,1.0
19331,2018-03-18 07:00:00,69.0,0.93,0.0,1.0
19332,2018-03-18 08:00:00,70.0,0.9,0.0,1.0
19333,2018-03-18 09:00:00,71.0,0.9,0.0,1.0
19341,2018-03-18 17:00:00,80.0,0.62,3.0,1.0
19347,2018-03-18 23:00:00,69.0,0.9,5.0,1.0
19348,2018-03-19 00:00:00,70.0,0.9,5.0,1.0
19349,2018-03-19 01:00:00,70.0,0.9,6.0,1.0
19350,2018-03-19 02:00:00,71.0,0.87,10.0,1.0
19498,2018-03-25 06:00:00,69.0,0.9,3.0,1.0
19499,2018-03-25 07:00:00,69.0,0.93,1.5,1.0
19522,2018-03-26 06:00:00,69.0,0.87,7.0,1.0
19556,2018-03-27 16:00:00,66.0,0.84,13.0,3.0
19557,2018-03-27 17:00:00,64.6,0.882,10.2,3.0
19558,2018-03-27 18:00:00,63.0,0.87,8.666666666666666,3.0
19563,2018-03-27 23:00:00,64.0,0.85,8.0,3.0
19564,2018-03-28 00:00:00,63.0,0.93,6.0,14.0
19565,2018-03-28 01:00:00,61.833333333333336,0.96,6.5,14.0
19566,2018-03-28 02:00:00,60.44444444444444,0.9533333333333334,9.666666666666666,14.0
19567,2018-03-28 03:00:00,58.5,0.9575,10.75,14.0
19568,2018-03-28 04:00:00,58.75,0.9624999999999999,8.75,14.0
19569,2018-03-28 05:00:00,59.5,0.9450000000000001,9.0,14.0
19570,2018-03-28 06:00:00,60.0,0.96,10.0,14.0
19572,2018-03-28 08:00:00,62.0,0.93,0.0,14.0
19573,2018-03-28 09:00:00,62.0,0.9371428571428572,6.285714285714286,14.0
19574,2018-03-28 10:00:00,62.0,0.955,4.25,14.0
19575,2018-03-28 11:00:00,62.8,0.932,2.8,14.0
19585,2018-03-28 21:00:00,66.0,0.855,5.0,14.0
19586,2018-03-28 22:00:00,63.0,0.9133333333333334,5.0,14.0
19587,2018-03-28 23:00:00,61.5,0.915,1.5,14.0
19590,2018-03-29 02:00:00,59.0,0.96,0.0,1.0
19591,2018-03-29 03:00:00,58.0,0.93,0.0,1.0
19593,2018-03-29 05:00:00,59.0,0.96,0.0,1.0
19594,2018-03-29 06:00:00,58.0,1.0,3.0,1.0
19595,2018-03-29 07:00:00,59.0,0.96,6.0,1.0
19596,2018-03-29 08:00:00,59.0,1.0,3.0,1.0
19641,2018-03-31 05:00:00,61.0,0.93,3.0,1.0
19781,2018-04-06 01:00:00,71.0,0.84,5.0,14.0
19798,2018-04-06 18:00:00,80.0,0.62,5.0,14.0
19803,2018-04-06 23:00:00,64.5,0.885,10.5,14.0
19856,2018-04-09 04:00:00,55.0,0.9,0.0,1.0
19857,2018-04-09 05:00:00,55.0,0.87,3.0,1.0
19858,2018-04-09 06:00:00,55.0,0.87,0.0,1.0
19859,2018-04-09 07:00:00,57.0,0.81,5.0,1.0
19957,2018-04-13 09:00:00,73.0,0.84,8.0,3.0
19958,2018-04-13 10:00:00,75.0,0.79,0.0,3.0
19959,2018-04-13 11:00:00,73.0,0.895,3.0,3.0
19960,2018-04-13 12:00:00,76.5,0.8400000000000001,5.5,3.0
19961,2018-04-13 13:00:00,81.33333333333333,0.6933333333333334,6.666666666666667,3.0
19962,2018-04-13 14:00:00,84.5,0.6,6.5,3.0
19963,2018-04-13 15:00:00,87.0,0.53,5.0,3.0
19964,2018-04-13 16:00:00,85.0,0.57,6.0,3.0
19965,2018-04-13 17:00:00,82.0,0.67,10.0,3.0
19966,2018-04-13 18:00:00,79.0,0.77,8.0,3.0
19967,2018-04-13 19:00:00,77.5,0.8049999999999999,10.5,3.0
19968,2018-04-13 20:00:00,76.5,0.835,8.5,3.0
19969,2018-04-13 21:00:00,62.666666666666664,0.7466666666666667,10.666666666666666,3.0
19970,2018-04-13 22:00:00,61.0,0.81,0.0,3.0
19972,2018-04-14 00:00:00,64.0,0.355,6.0,14.0
20145,2018-04-21 05:00:00,59.333333333333336,0.91,2.0,1.0
20146,2018-04-21 06:00:00,59.0,0.93,2.5,1.0
20147,2018-04-21 07:00:00,59.0,0.96,5.0,1.0
20148,2018-04-21 08:00:00,60.0,0.93,7.0,1.0
20149,2018-04-21 09:00:00,62.0,0.9,7.0,1.0
20150,2018-04-21 10:00:00,63.5,0.915,8.0,1.0
20151,2018-04-21 11:00:00,64.5,0.9,4.5,1.0
20152,2018-04-21 12:00:00,66.0,0.9,5.0,1.0
20153,2018-04-21 13:00:00,68.0,0.87,0.0,1.0
20154,2018-04-21 14:00:00,69.0,0.87,3.0,1.0
20155,2018-04-21 15:00:00,70.0,0.87,0.0,1.0
20156,2018-04-21 16:00:00,71.0,0.855,3.0,1.0
20158,2018-04-21 18:00:00,70.0,0.87,3.0,1.0
20159,2018-04-21 19:00:00,69.0,0.9,3.0,1.0
20160,2018-04-21 20:00:00,69.0,0.93,0.0,1.0
20251,2018-04-25 15:00:00,66.5,0.77,7.5,3.0
20252,2018-04-25 16:00:00,63.8,0.8460000000000001,5.4,3.0
20253,2018-04-25 17:00:00,61.5,0.915,3.0,3.0
20361,2018-04-30 05:00:00,64.0,0.93,7.0,3.0
20362,2018-04-30 06:00:00,65.0,0.9,5.0,3.0
20363,2018-04-30 07:00:00,66.0,0.9,6.0,3.0
20372,2018-04-30 16:00:00,71.0,0.81,7.0,3.0
20373,2018-04-30 17:00:00,72.0,0.76,13.0,3.0
20374,2018-04-30 18:00:00,71.0,0.79,6.0,3.0
20377,2018-04-30 21:00:00,71.0,0.81,11.0,3.0
20386,2018-05-01 06:00:00,70.0,0.9,7.0,1.0
20387,2018-05-01 07:00:00,70.0,0.9,7.0,1.0
20393,2018-05-01 13:00:00,79.0,0.72,11.0,1.0
20396,2018-05-01 16:00:00,76.0,0.82,11.0,1.0
20410,2018-05-02 06:00:00,75.0,0.88,8.0,1.0
20411,2018-05-02 07:00:00,75.0,0.9,7.0,1.0
20412,2018-05-02 08:00:00,75.0,0.9,6.666666666666667,1.0
20413,2018-05-02 09:00:00,77.0,0.82,9.0,1.0
20420,2018-05-02 16:00:00,85.0,0.57,15.0,1.0
20453,2018-05-04 01:00:00,73.0,0.87,3.0,3.0
20454,2018-05-04 02:00:00,73.0,0.9,0.0,3.0
20455,2018-05-04 03:00:00,73.0,0.9,0.0,3.0
20456,2018-05-04 04:00:00,73.0,0.9,8.0,3.0
20457,2018-05-04 05:00:00,73.0,0.9,3.0,3.0
20458,2018-05-04 06:00:00,73.0,0.9,0.0,3.0
20459,2018-05-04 07:00:00,73.0,0.9,3.5,3.0
20460,2018-05-04 08:00:00,72.2,0.9,6.8,3.0
20461,2018-05-04 09:00:00,62.666666666666664,0.9483333333333334,15.666666666666666,3.0
20462,2018-05-04 10:00:00,63.0,0.93,12.5,3.0
20463,2018-05-04 11:00:00,63.75,0.9075,13.75,3.0
20465,2018-05-04 13:00:00,66.0,0.9,6.0,3.0
20466,2018-05-04 14:00:00,66.33333333333333,0.89,7.666666666666667,3.0
20467,2018-05-04 15:00:00,66.0,0.9,7.0,3.0
20468,2018-05-04 16:00:00,66.0,0.9,5.5,3.0
20470,2018-05-04 18:00:00,65.0,0.93,3.0,3.0
20477,2018-05-05 01:00:00,65.0,0.93,0.0,1.0
20478,2018-05-05 02:00:00,65.0,0.93,0.0,1.0
20479,2018-05-05 03:00:00,64.0,0.93,0.0,1.0
20480,2018-05-05 04:00:00,64.0,0.93,0.0,1.0
20481,2018-05-05 05:00:00,64.0,0.93,0.0,1.0
20602,2018-05-10 06:00:00,67.0,0.91,5.0,1.0
20734,2018-05-15 18:00:00,85.0,0.48,3.0,3.0
20735,2018-05-15 19:00:00,80.66666666666667,0.6533333333333333,2.6666666666666665,3.0
20839,2018-05-20 03:00:00,76.0,0.85,14.0,14.0
20842,2018-05-20 06:00:00,76.0,0.85,5.0,14.0
20843,2018-05-20 07:00:00,77.0,0.82,6.0,14.0
20844,2018-05-20 08:00:00,75.0,0.8833333333333333,8.0,14.0
20846,2018-05-20 10:00:00,80.0,0.79,0.0,14.0
20847,2018-05-20 11:00:00,72.0,0.82,9.5,14.0
20848,2018-05-20 12:00:00,69.66666666666667,0.915,5.666666666666667,14.0
20849,2018-05-20 13:00:00,69.75,0.9025000000000001,2.5,14.0
20864,2018-05-21 04:00:00,69.0,0.9,5.0,3.0
21130,2018-06-01 06:00:00,78.0,0.82,6.0,1.0
21195,2018-06-03 23:00:00,75.0,0.7949999999999999,9.0,14.0
21196,2018-06-04 00:00:00,72.33333333333333,0.8933333333333334,9.666666666666666,14.0
21197,2018-06-04 01:00:00,72.0,0.91,6.0,14.0
21198,2018-06-04 02:00:00,72.0,0.87,8.0,14.0
21199,2018-06-04 03:00:00,72.0,0.855,8.5,14.0
21200,2018-06-04 04:00:00,73.0,0.76,7.0,14.0
21331,2018-06-09 15:00:00,80.0,0.71,13.0,3.0
21332,2018-06-09 16:00:00,81.0,0.74,5.0,3.0
21472,2018-06-15 12:00:00,94.0,0.43,5.0,3.0
21477,2018-06-15 17:00:00,81.0,0.77,6.0,3.0
21492,2018-06-16 08:00:00,82.0,0.74,5.0,3.0
21498,2018-06-16 14:00:00,80.66666666666667,0.87,5.666666666666667,3.0
21499,2018-06-16 15:00:00,80.0,0.87,5.0,3.0
21523,2018-06-17 15:00:00,84.0,0.82,3.0,3.0
21532,2018-06-18 00:00:00,78.5,0.845,7.0,3.0
21534,2018-06-18 02:00:00,76.0,0.91,5.5,3.0
21536,2018-06-18 04:00:00,76.0,0.91,0.0,3.0
21537,2018-06-18 05:00:00,76.0,0.91,0.0,3.0
21538,2018-06-18 06:00:00,76.0,0.88,5.0,3.0
21539,2018-06-18 07:00:00,77.0,0.85,5.0,3.0
21543,2018-06-18 11:00:00,85.0,0.65,0.0,3.0
21560,2018-06-19 04:00:00,75.0,0.8966666666666666,2.6666666666666665,3.0
21561,2018-06-19 05:00:00,75.0,0.9,5.0,3.0
21562,2018-06-19 06:00:00,75.0,0.9,3.8,3.0
21563,2018-06-19 07:00:00,75.0,0.9266666666666666,5.0,3.0
21564,2018-06-19 08:00:00,75.5,0.925,6.0,3.0
21565,2018-06-19 09:00:00,76.0,0.915,5.5,3.0
21567,2018-06-19 11:00:00,77.5,0.875,6.5,3.0
21568,2018-06-19 12:00:00,77.33333333333333,0.8933333333333334,3.0,3.0
21569,2018-06-19 13:00:00,77.0,0.9,3.0,3.0
21570,2018-06-19 14:00:00,75.66666666666667,0.9266666666666666,6.666666666666667,3.0
21571,2018-06-19 15:00:00,75.0,0.9,7.0,3.0
21580,2018-06-20 00:00:00,76.0,0.91,7.0,3.0
21585,2018-06-20 05:00:00,75.0,0.9,3.0,3.0
