,src,output
29549,0.0461581,0.04773
29550,0.06841783,0.07227
29551,0.108165115,0.12225
29552,0.12915973,0.1407
29553,0.13412462,0.144
29554,0.14656281,0.1515
29555,0.15230848,0.1606
29556,0.16071393,0.1675
29557,0.16668697,0.1824
29558,0.1708346,0.1918
29559,0.16452895,0.199
29560,0.16773298,0.2029
29561,0.18905088,0.2074
29562,0.1860795,0.2133
29563,0.18208624,0.2106
29564,0.18370725,0.2051
29565,0.19221848,0.2191
29566,0.19299959,0.2103
29567,0.1565057,0.1704
29568,0.23847313,0.2678
29569,0.23464076,0.2732
29570,0.2422146,0.268
29571,0.25463283,0.2651
29572,0.26111904,0.281
29573,0.2583787,0.267
29574,0.2453913,0.246
29575,0.21352649,0.2123
29576,0.18173145,0.1665
29577,0.1847122,0.1665
29578,0.11428753,0.0922
29579,0.1227405,0.09875
29580,0.08389469,0.06964
29581,0.080125146,0.0656
29582,0.08255815,0.0701
29583,0.11182942,0.1012
29584,0.17065084,0.1554
29585,0.19214353,0.1685
29586,0.18664972,0.1677
29587,0.19963898,0.1761
29588,0.22362497,0.1863
29589,0.23258129,0.199
29590,0.23367947,0.2115
29591,0.23416656,0.2258
29592,0.2225989,0.236
29593,0.23193508,0.2405
29594,0.25196534,0.243
29595,0.25129285,0.2393
29596,0.25132877,0.2583
29597,0.2545783,0.2487
29598,0.2572513,0.2305
29599,0.2336321,0.198
29600,0.19250159,0.1593
29601,0.18940611,0.1593
29602,0.11502779,0.0878
29603,0.12033889,0.09467
29604,0.09241095,0.06433
29605,0.09489351,0.06088
29606,0.093258,0.0648
29607,0.122860946,0.0958
29608,0.16713025,0.1486
29609,0.1841235,0.1593
29610,0.18108308,0.1613
29611,0.19274391,0.1759
29612,0.22268303,0.1924
29613,0.22965658,0.2068
29614,0.22720334,0.2242
29615,0.22689097,0.2454
29616,0.1666798,0.1697
29617,0.17247868,0.1853
29618,0.17039676,0.2041
29619,0.1723228,0.2174
29620,0.18863252,0.2268
29621,0.1939972,0.2262
29622,0.17752033,0.2172
29623,0.17697327,0.2009
29624,0.1945703,0.2109
29625,0.20650001,0.2129
29626,0.18347725,0.184
29627,0.16678965,0.184
29628,0.08121384,0.10004
29629,0.08355781,0.10834
29630,0.057286687,0.06757
29631,0.04738262,0.06204
29632,0.049399145,0.06384
29633,0.065234005,0.0843
29634,0.10346124,0.1378
29635,0.13375098,0.1599
29636,0.1298372,0.1681
29637,0.14609282,0.1818
29638,0.16404578,0.1973
29639,0.16195196,0.2135
29640,0.1842326,0.234
29641,0.19488588,0.2568
29642,0.2021584,0.2761
29643,0.2094733,0.2952
29644,0.21274307,0.3093
29645,0.21394438,0.315
29646,0.20552841,0.303
29647,0.20148902,0.2827
29648,0.21378168,0.2847
29649,0.22165339,0.2756
29650,0.17917244,0.2288
29651,0.1554014,0.2288
29652,0.08475107,0.1327
29653,0.092958055,0.1407
29654,0.060471226,0.0926
29655,0.055763263,0.0846
29656,0.052390564,0.083
29657,0.0709756,0.10406
29658,0.10487179,0.1531
29659,0.1213509,0.1716
29660,0.13490944,0.1759
29661,0.14556418,0.1863
29662,0.150499,0.1986
29663,0.14916007,0.2039
29664,0.42037797,0.4255
29665,0.38695684,0.3962
29666,0.35749397,0.3762
29667,0.3325671,0.323
29668,0.3224108,0.323
29669,0.22567527,0.2054
29670,0.22221987,0.2155
29671,0.16796196,0.1509
29672,0.14757168,0.1366
29673,0.14754371,0.1343
29674,0.15979663,0.1486
29675,0.18289396,0.18
29676,0.19285926,0.1934
29677,0.22379816,0.2207
29678,0.2762819,0.2612
29679,0.32328764,0.316
29680,0.37340713,0.367
29681,0.4105903,0.4158
29682,0.45126384,0.4553
29683,0.47701597,0.4885
29684,0.4902287,0.508
29685,0.50284183,0.5127
29686,0.47125858,0.5146
29687,0.4757417,0.493
29688,0.4342685,0.4612
29689,0.399914,0.4424
29690,0.38945717,0.4229
29691,0.3430151,0.3657
29692,0.34121296,0.3657
29693,0.23072408,0.254
29694,0.23563436,0.262
29695,0.17826046,0.1941
29696,0.16014987,0.1771
29697,0.16058154,0.1694
29698,0.17369738,0.1837
29699,0.2054746,0.21
29700,0.22158904,0.2236
29701,0.23286378,0.2505
29702,0.2886196,0.2937
29703,0.33139756,0.3442
29704,0.37536457,0.395
29705,0.40058726,0.4392
29706,0.4490474,0.4768
29707,0.48700678,0.5073
29708,0.49430704,0.5293
29709,0.4887217,0.539
29710,0.49474603,0.536
29711,0.4651394,0.5244
29712,0.1487014,0.1577
29713,0.0976122,0.1135
29714,0.09242047,0.1064
29715,0.09071601,0.10345
29716,0.101311676,0.106
29717,0.123274766,0.1187
29718,0.13306361,0.1274
29719,0.15659894,0.1486
29720,0.17362091,0.1761
29721,0.19229686,0.1951
29722,0.20304914,0.2109
29723,0.2145036,0.2207
29724,0.22701156,0.2311
29725,0.25618163,0.2389
29726,0.26240388,0.2496
29727,0.27442825,0.2512
29728,0.29320574,0.2532
29729,0.28541085,0.2496
29730,0.27550107,0.2542
29731,0.29903486,0.2742
29732,0.283097,0.2676
29733,0.22633061,0.2272
29734,0.22792864,0.2272
29735,0.13033326,0.1401
29736,0.123704754,0.1476
29737,0.09335205,0.1067
29738,0.08350358,0.10345
29739,0.096416645,0.10736
29740,0.1319163,0.135
29741,0.18364146,0.1941
29742,0.19769782,0.2197
29743,0.20521976,0.2252
29744,0.21235752,0.2389
29745,0.22764952,0.2588
29746,0.23538253,0.274
29747,0.24712805,0.2876
29748,0.26673836,0.3054
29749,0.282884,0.32
29750,0.28458443,0.3315
29751,0.2982842,0.3418
29752,0.29962304,0.3442
29753,0.293735,0.339
29754,0.27810156,0.334
29755,0.30051577,0.3442
29756,0.28672707,0.3286
29757,0.2311968,0.2815
29758,0.2220859,0.2815
29759,0.13767026,0.1827
29760,0.32554287,0.3599
29761,0.24784036,0.302
29762,0.23284902,0.2888
29763,0.2335612,0.283
29764,0.2647481,0.2957
29765,0.29315242,0.3242
29766,0.31928343,0.3435
29767,0.348322,0.3767
29768,0.3905124,0.419
29769,0.44779706,0.4683
29770,0.49006534,0.509
29771,0.5400873,0.5493
29772,0.58455265,0.5845
29773,0.61434174,0.6294
29774,0.6566755,0.6523
29775,0.6671401,0.6724
29776,0.67399096,0.682
29777,0.6420486,0.67
29778,0.6012653,0.6333
29779,0.5771263,0.601
29780,0.54846907,0.5767
29781,0.48563927,0.5146
29782,0.45917696,0.5146
29783,0.3372926,0.3767
29784,0.3247798,0.3865
29785,0.24358284,0.2957
29786,0.23091145,0.2727
29787,0.23254485,0.2646
29788,0.24480262,0.2788
29789,0.28179395,0.3071
29790,0.30488074,0.3276
29791,0.3391644,0.354
29792,0.36958438,0.3936
29793,0.4109009,0.4456
29794,0.46400487,0.503
29795,0.52212626,0.5566
29796,0.5684966,0.605
29797,0.5911776,0.6377
29798,0.6219779,0.664
29799,0.63652337,0.682
29800,0.64252985,0.685
29801,0.6210774,0.674
29802,0.5722929,0.6436
29803,0.55524737,0.6094
29804,0.5358262,0.584
29805,0.48019305,0.5176
29806,0.4556031,0.5176
29807,0.3198318,0.3755
29808,0.5595581,0.5703
29809,0.5523361,0.554
29810,0.5205418,0.5176
29811,0.50323665,0.4956
29812,0.4818522,0.4683
29813,0.42671645,0.41
29814,0.4278059,0.41
29815,0.30581895,0.2974
29816,0.29669458,0.306
29817,0.22016579,0.2408
29818,0.22481813,0.2256
29819,0.21803237,0.2223
29820,0.23976326,0.2399
29821,0.26070872,0.275
29822,0.2717072,0.2888
29823,0.31128734,0.3198
29824,0.3670518,0.3743
29825,0.42921674,0.4397
29826,0.48329422,0.501
29827,0.50931096,0.5435
29828,0.5453576,0.5776
29829,0.56259245,0.603
29830,0.54772997,0.6143
29831,0.50268674,0.617
29832,0.5700884,0.609
29833,0.5546357,0.5874
29834,0.5279197,0.5527
29835,0.50504524,0.527
29836,0.47369808,0.4976
29837,0.42264715,0.4294
29838,0.4080987,0.4294
29839,0.2920037,0.3042
29840,0.29211965,0.3125
29841,0.21191075,0.2375
29842,0.21026786,0.2184
29843,0.21756771,0.2115
29844,0.23594815,0.2285
29845,0.26657778,0.2607
29846,0.2732925,0.2761
29847,0.28734922,0.297
29848,0.33167878,0.3455
29849,0.37707475,0.4072
29850,0.43260813,0.4678
29851,0.4640394,0.5156
29852,0.51596487,0.5483
29853,0.5329802,0.57
29854,0.543741,0.578
29855,0.48448712,0.5757
29856,0.1763724,0.2051
29857,0.1780493,0.2142
29858,0.17240973,0.2233
29859,0.18576087,0.2336
29860,0.18640336,0.247
29861,0.19026649,0.2583
29862,0.19068071,0.2646
29863,0.19780117,0.266
29864,0.23165728,0.2908
29865,0.21299826,0.28
29866,0.187968,0.2399
29867,0.18645914,0.2399
29868,0.11114275,0.1499
29869,0.12167507,0.157
29870,0.091104366,0.11383
29871,0.07878761,0.1093
29872,0.083788104,0.1135
29873,0.11079379,0.1411
29874,0.15266646,0.1992
29875,0.18340123,0.2285
29876,0.18218397,0.2252
29877,0.20406799,0.2317
29878,0.20037526,0.2415
29879,0.20745774,0.2479
29880,0.22815333,0.2502
29881,0.22721009,0.2499
29882,0.22698078,0.2479
29883,0.23033415,0.2512
29884,0.22957708,0.2593
29885,0.22562039,0.2678
29886,0.22433999,0.2761
29887,0.23423097,0.2788
29888,0.25467908,0.3013
29889,0.24492101,0.2844
29890,0.19914989,0.2399
29891,0.19324301,0.2399
29892,0.11655971,0.1509
29893,0.12441803,0.158
29894,0.10710553,0.1145
29895,0.10082034,0.10895
29896,0.11246049,0.10736
29897,0.14099346,0.1323
29898,0.1969641,0.1931
29899,0.2174573,0.222
29900,0.20829874,0.2178
29901,0.21796794,0.225
29902,0.21402219,0.2369
29903,0.20390032,0.2473
29904,0.29453185,0.2703
29905,0.32029858,0.2976
29906,0.3426135,0.3213
29907,0.36388546,0.343
29908,0.3842716,0.3591
29909,0.40368322,0.3708
29910,0.43645006,0.3767
29911,0.43268064,0.3657
29912,0.41177103,0.3352
29913,0.4102034,0.3242
29914,0.40757146,0.3096
29915,0.38148665,0.2686
29916,0.3036954,0.2148
29917,0.31223983,0.2148
29918,0.19812278,0.11774
29919,0.18775187,0.1249
29920,0.14084758,0.0801
29921,0.1274676,0.07404
29922,0.12074194,0.07697
29923,0.15831049,0.1012
29924,0.21655239,0.1544
29925,0.23094548,0.171
29926,0.22775549,0.1667
29927,0.24749394,0.1804
29928,0.2772879,0.2002
29929,0.29588327,0.2194
29930,0.33056977,0.2418
29931,0.37188002,0.2695
29932,0.3858243,0.301
29933,0.42309567,0.3325
29934,0.42784858,0.358
29935,0.42464575,0.3645
29936,0.4178048,0.3462
29937,0.39972454,0.3318
29938,0.40303087,0.3145
29939,0.3520098,0.2722
29940,0.30261314,0.2164
29941,0.30159652,0.2164
29942,0.19410521,0.1187
29943,0.18437423,0.1274
29944,0.1349305,0.0804
29945,0.123330094,0.0737
29946,0.12250463,0.07587
29947,0.14887983,0.10034
29948,0.2080344,0.154
29949,0.2290019,0.1716
29950,0.22101806,0.1685
29951,0.23437451,0.184
29952,0.32994467,0.3853
29953,0.35237834,0.4294
29954,0.36567724,0.46
29955,0.41226423,0.4814
29956,0.43243536,0.4968
29957,0.46173364,0.508
29958,0.47689015,0.508
29959,0.45951653,0.491
29960,0.44147465,0.4604
29961,0.42313385,0.4373
29962,0.4140502,0.4163
29963,0.37227786,0.3618
29964,0.3719101,0.3618
29965,0.25820366,0.2448
29966,0.2735589,0.252
29967,0.2080015,0.1779
29968,0.19637182,0.1613
29969,0.19024426,0.1573
29970,0.19108643,0.1691
29971,0.21957988,0.1902
29972,0.24594402,0.2106
29973,0.2700828,0.247
29974,0.29626602,0.2937
29975,0.33039176,0.3403
29976,0.4037337,0.3826
29977,0.41792572,0.4143
29978,0.4396824,0.4475
29979,0.4608967,0.473
29980,0.48306274,0.491
29981,0.5006678,0.4949
29982,0.5043622,0.4897
29983,0.4887103,0.4697
29984,0.45108166,0.4365
29985,0.42570847,0.4106
29986,0.40325505,0.3955
29987,0.35330355,0.339
29988,0.35756397,0.339
29989,0.24137208,0.2139
29990,0.2694341,0.2233
29991,0.19458084,0.1522
29992,0.17516483,0.1362
29993,0.17378321,0.1298
29994,0.17714156,0.1431
29995,0.21101432,0.1675
29996,0.22640665,0.1827
29997,0.2574636,0.2123
29998,0.28827482,0.2505
29999,0.3313133,0.2932
30000,0.13100858,0.09534
30001,0.15737203,0.11774
30002,0.21787377,0.1671
30003,0.2170618,0.1794
30004,0.22407784,0.1859
30005,0.26224217,0.2145
30006,0.28282443,0.2493
30007,0.33018976,0.2896
30008,0.35551408,0.329
30009,0.40603077,0.367
30010,0.44408935,0.399
30011,0.47108385,0.4268
30012,0.4753521,0.4507
30013,0.4842901,0.4546
30014,0.46761543,0.4377
30015,0.4139521,0.406
30016,0.41416135,0.3962
30017,0.37467536,0.3572
30018,0.30956095,0.2952
30019,0.30939326,0.2952
30020,0.20543838,0.1857
30021,0.21493606,0.1924
30022,0.15712786,0.1333
30023,0.15977289,0.1242
30024,0.17021598,0.1236
30025,0.17291822,0.146
30026,0.22023238,0.197
30027,0.23885003,0.21
30028,0.24539335,0.2155
30029,0.2684632,0.2412
30030,0.31470165,0.276
30031,0.34168264,0.3042
30032,0.38454401,0.3345
30033,0.4229911,0.3599
30034,0.4604934,0.3767
30035,0.48068914,0.3845
30036,0.49629915,0.3787
30037,0.5017211,0.3618
30038,0.47806874,0.3364
30039,0.42921364,0.3135
30040,0.413696,0.3125
30041,0.37822613,0.2913
30042,0.3039807,0.257
30043,0.32184938,0.257
30044,0.21359278,0.1847
30045,0.24432401,0.1882
30046,0.17569984,0.1392
30047,0.18559924,0.1259
30048,0.24474679,0.2035
30049,0.28191528,0.2064
30050,0.30022964,0.2223
30051,0.29217616,0.2385
30052,0.26517585,0.2301
30053,0.23393857,0.2084
30054,0.23140751,0.2084
30055,0.17714176,0.1564
30056,0.19302258,0.1599
30057,0.16439593,0.1313
30058,0.15669575,0.1272
30059,0.16472918,0.1259
30060,0.16715088,0.134
30061,0.19716525,0.1519
30062,0.235651,0.1736
30063,0.24140273,0.1882
30064,0.24485433,0.2006
30065,0.24364747,0.2012
30066,0.23914993,0.1943
30067,0.22801426,0.1837
30068,0.21196358,0.1667
30069,0.22739972,0.1499
30070,0.22222182,0.1376
30071,0.20709625,0.1307
30072,0.23635606,0.1313
30073,0.2653751,0.1376
30074,0.28507155,0.1564
30075,0.2795196,0.1908
30076,0.25117302,0.1847
30077,0.22978845,0.1609
30078,0.22028199,0.1609
30079,0.17619415,0.09875
30080,0.17010215,0.1064
30081,0.14586395,0.0836
30082,0.15201966,0.0888
30083,0.15959544,0.1022
30084,0.18706547,0.1405
30085,0.22385009,0.2048
30086,0.26723418,0.2375
30087,0.25391358,0.225
30088,0.25737065,0.2076
30089,0.2538336,0.1957
30090,0.25073797,0.1866
30091,0.24448869,0.1804
30092,0.2240776,0.1843
30093,0.23973787,0.1902
30094,0.24003325,0.1982
30095,0.23418243,0.2086
30096,0.30154827,0.3267
30097,0.301464,0.315
30098,0.2889778,0.2878
30099,0.2419444,0.2554
30100,0.19664522,0.2103
30101,0.18705067,0.2103
30102,0.120232046,0.1317
30103,0.12363597,0.1382
30104,0.09286096,0.0989
30105,0.0864819,0.0937
30106,0.095088966,0.09827
30107,0.12516104,0.1288
30108,0.18306637,0.1863
30109,0.21298255,0.1986
30110,0.2080215,0.2035
30111,0.22295812,0.2168
30112,0.24556102,0.244
30113,0.2598225,0.2666
30114,0.27294338,0.2925
30115,0.29066148,0.3132
30116,0.2991575,0.3308
30117,0.30673468,0.3398
30118,0.29896742,0.3352
30119,0.279052,0.321
30120,0.2931548,0.323
30121,0.28457156,0.2961
30122,0.26630837,0.2651
30123,0.23459719,0.2262
30124,0.17952803,0.174
30125,0.18366784,0.174
30126,0.11054895,0.0927
30127,0.1152368,0.1008
30128,0.08681962,0.0659
30129,0.08942929,0.06186
30130,0.10013613,0.0701
30131,0.1256374,0.10406
30132,0.17422128,0.1665
30133,0.19903876,0.1779
30134,0.19862251,0.1742
30135,0.2146586,0.1771
30136,0.22740147,0.181
30137,0.24094509,0.1775
30138,0.24788167,0.1752
30139,0.26067403,0.1755
30140,0.25591195,0.1769
30141,0.29181468,0.1765
30142,0.28634688,0.1765
30143,0.27747697,0.1931
30144,0.17020345,0.1427
30145,0.15701462,0.1259
30146,0.1567206,0.1158
30147,0.1504301,0.108
30148,0.14672615,0.10767
30149,0.16007501,0.10767
30150,0.20759872,0.1398
30151,0.20640992,0.1473
30152,0.20279194,0.144
30153,0.18219659,0.1385
30154,0.16967516,0.1229
30155,0.17006582,0.1229
30156,0.114017904,0.0859
30157,0.11154181,0.08997
30158,0.10514842,0.07776
30159,0.111772716,0.08057
30160,0.11447399,0.0882
30161,0.13011876,0.10443
30162,0.17120197,0.1311
30163,0.1997574,0.157
30164,0.20211259,0.1658
30165,0.19401959,0.155
30166,0.19359021,0.1356
30167,0.19003111,0.11774
30168,0.185412,0.1025
30169,0.1736301,0.0916
30170,0.1660323,0.0835
30171,0.1605573,0.0792
30172,0.16107804,0.08105
30173,0.17796175,0.0836
30174,0.21225448,0.11285
30175,0.21438949,0.1249
30176,0.21493891,0.1184
30177,0.18696615,0.10864
30178,0.16851415,0.09467
30179,0.16979389,0.09467
30180,0.12397651,0.0526
30181,0.12407074,0.057
30182,0.100791864,0.0354
30183,0.10657972,0.03021
30184,0.11944182,0.03085
30185,0.12053279,0.03574
30186,0.16216823,0.04596
30187,0.18034078,0.06415
30188,0.19595964,0.0833
30189,0.19369018,0.0937
30190,0.1899347,0.1012
30191,0.17707966,0.1008
30192,0.11859068,0.1976
30193,0.1788272,0.271
30194,0.20145753,0.2854
30195,0.19328585,0.2573
30196,0.19414848,0.2405
30197,0.18664044,0.2246
30198,0.18257716,0.208
30199,0.17410721,0.1921
30200,0.16377513,0.1794
30201,0.17145237,0.1667
30202,0.1720057,0.1652
30203,0.18113264,0.1755
30204,0.2183779,0.2194
30205,0.25951767,0.2883
30206,0.2649013,0.3083
30207,0.25389594,0.3203
30208,0.2418859,0.3132
30209,0.21692894,0.2847
30210,0.21910208,0.2847
30211,0.14625469,0.2291
30212,0.15321319,0.2356
30213,0.12707116,0.2266
30214,0.12819931,0.2344
30215,0.11735391,0.2524
30216,0.12771274,0.2957
30217,0.18644355,0.365
30218,0.2039214,0.3723
30219,0.20378385,0.3306
30220,0.1947607,0.2896
30221,0.1860014,0.2544
30222,0.17619851,0.224
30223,0.16764812,0.1973
30224,0.16251233,0.1791
30225,0.16373207,0.1665
30226,0.16886672,0.1599
30227,0.17118643,0.1675
30228,0.19532089,0.2039
30229,0.24257235,0.259
30230,0.23298718,0.2676
30231,0.22988671,0.2632
30232,0.20982459,0.2454
30233,0.18922904,0.2045
30234,0.18979858,0.2045
30235,0.124551274,0.1242
30236,0.1294647,0.1307
30237,0.10862649,0.0989
30238,0.11298176,0.1005
30239,0.11560137,0.1099
30240,0.2967046,0.2438
30241,0.2967195,0.2415
30242,0.2785149,0.2307
30243,0.2417594,0.209
30244,0.25544575,0.209
30245,0.20804785,0.1587
30246,0.23606963,0.1667
30247,0.2112792,0.1538
30248,0.22205348,0.1626
30249,0.21745959,0.18
30250,0.2450026,0.2162
30251,0.30128378,0.263
30252,0.30873632,0.2856
30253,0.2931517,0.2834
30254,0.2639164,0.26
30255,0.23805267,0.2336
30256,0.21621966,0.2139
30257,0.20410521,0.1951
30258,0.20921132,0.1771
30259,0.20164363,0.1685
30260,0.19854632,0.1648
30261,0.16185623,0.1642
30262,0.23278557,0.1804
30263,0.2702346,0.2246
30264,0.24966268,0.225
30265,0.26134163,0.2162
30266,0.24557489,0.1992
30267,0.2266959,0.1736
30268,0.23979503,0.1736
30269,0.17679009,0.1119
30270,0.18196808,0.11804
30271,0.17412935,0.09064
30272,0.19229864,0.0919
30273,0.19423692,0.1015
30274,0.21420771,0.1268
30275,0.2756809,0.1646
30276,0.28870112,0.1882
30277,0.26517406,0.1951
30278,0.25028232,0.1986
30279,0.2191936,0.1976
30280,0.21016026,0.1912
30281,0.20659712,0.1804
30282,0.18859135,0.1722
30283,0.1826524,0.1648
30284,0.17536946,0.1613
30285,0.1822214,0.1642
30286,0.24249955,0.1912
30287,0.26787516,0.233
30288,0.079352245,0.04645
30289,0.085332476,0.04108
30290,0.084163584,0.03833
30291,0.09584605,0.04288
30292,0.111134596,0.05472
30293,0.13012406,0.06366
30294,0.15214142,0.09143
30295,0.14831981,0.11414
30296,0.15123542,0.1298
30297,0.13633047,0.1425
30298,0.14051585,0.1522
30299,0.13839898,0.1619
30300,0.13465224,0.1732
30301,0.1273811,0.1804
30302,0.12542802,0.1898
30303,0.12668747,0.1973
30304,0.1521718,0.2106
30305,0.17571591,0.232
30306,0.16172996,0.2223
30307,0.16064742,0.198
30308,0.11734659,0.1622
30309,0.11818257,0.1622
30310,0.07409067,0.083
30311,0.10084123,0.09064
30312,0.06644983,0.05554
30313,0.06858474,0.0505
30314,0.078157924,0.0575
30315,0.11275369,0.08496
30316,0.16459647,0.1411
30317,0.18420212,0.1583
30318,0.1821361,0.1636
30319,0.17300972,0.1694
30320,0.16292344,0.1818
30321,0.15213318,0.1957
30322,0.14497156,0.2133
30323,0.14746435,0.233
30324,0.14197269,0.2467
30325,0.14264224,0.254
30326,0.14748837,0.2603
30327,0.14881332,0.2559
30328,0.17458244,0.253
30329,0.20585571,0.2688
30330,0.18846205,0.2532
30331,0.16809103,0.2223
30332,0.14426483,0.1746
30333,0.13504735,0.1746
30334,0.078401476,0.0942
30335,0.097223975,0.1008
30336,0.22447702,0.1667
30337,0.24282046,0.1898
30338,0.236814,0.1863
30339,0.23000991,0.1943
30340,0.22231199,0.2074
30341,0.21326235,0.2178
30342,0.2090305,0.2278
30343,0.20124575,0.2334
30344,0.19954716,0.2281
30345,0.2114867,0.2139
30346,0.22600532,0.2025
30347,0.22984447,0.2181
30348,0.26086444,0.255
30349,0.26600942,0.2563
30350,0.25517043,0.2598
30351,0.22471094,0.254
30352,0.18483329,0.2301
30353,0.183825,0.2301
30354,0.10581889,0.1886
30355,0.10873174,0.1957
30356,0.08885459,0.1918
30357,0.082186036,0.2021
30358,0.09521746,0.2172
30359,0.12722452,0.2666
30360,0.21427107,0.3494
30361,0.22618434,0.3762
30362,0.21996433,0.3677
30363,0.21232465,0.363
30364,0.21154292,0.3508
30365,0.20813853,0.3318
30366,0.20428638,0.3154
30367,0.20716986,0.2932
30368,0.19534105,0.278
30369,0.21129401,0.266
30370,0.21208924,0.275
30371,0.22693308,0.3188
30372,0.25583243,0.3774
30373,0.25391617,0.3923
30374,0.249808,0.3962
30375,0.22153533,0.38
30376,0.19043587,0.343
30377,0.18182547,0.343
30378,0.11768014,0.278
30379,0.120699786,0.2866
30380,0.099803574,0.2708
30381,0.086671606,0.2751
30382,0.094812766,0.2917
30383,0.1280633,0.3384
30384,0.07354319,0.0984
30385,0.04823205,0.08136
30386,0.046036668,0.0843
30387,0.060117323,0.09564
30388,0.09783421,0.1301
30389,0.15182403,0.1918
30390,0.16718914,0.2174
30391,0.16362137,0.2164
30392,0.15362363,0.2203
30393,0.151501,0.225
30394,0.15398735,0.2233
30395,0.14873895,0.2217
30396,0.14921288,0.2203
30397,0.14845823,0.2188
30398,0.15677923,0.2233
30399,0.17007926,0.2379
30400,0.1718911,0.2632
30401,0.19525369,0.2825
30402,0.19298974,0.2756
30403,0.18590756,0.263
30404,0.17464255,0.2402
30405,0.14977677,0.2084
30406,0.13913648,0.2084
30407,0.08298374,0.1499
30408,0.07417019,0.1567
30409,0.0645898,0.1366
30410,0.053414013,0.1382
30411,0.07033265,0.147
30412,0.108051404,0.1755
30413,0.16752909,0.2201
30414,0.18079719,0.2434
30415,0.15816104,0.2496
30416,0.1536042,0.2502
30417,0.15075116,0.2428
30418,0.14571223,0.2275
30419,0.14447154,0.2135
30420,0.15177783,0.2029
30421,0.15554242,0.1918
30422,0.16050212,0.1857
30423,0.16213451,0.1904
30424,0.17657875,0.2168
30425,0.1944684,0.2383
30426,0.19366212,0.232
30427,0.18216076,0.2256
30428,0.17142576,0.2133
30429,0.14124039,0.1918
30430,0.13950057,0.1918
30431,0.0857312,0.1421
30432,0.13644634,0.1515
30433,0.13205849,0.1515
30434,0.066234544,0.0677
30435,0.066409074,0.07275
30436,0.03195178,0.03525
30437,0.025886375,0.03134
30438,0.029364418,0.03134
30439,0.061444905,0.05505
30440,0.11248531,0.1099
30441,0.13978261,0.1278
30442,0.12328421,0.12225
30443,0.12626992,0.1368
30444,0.160461,0.1531
30445,0.17812455,0.1736
30446,0.20007382,0.199
30447,0.21733983,0.2301
30448,0.24414425,0.2598
30449,0.25801516,0.285
30450,0.26146042,0.3064
30451,0.24994622,0.304
30452,0.24489968,0.284
30453,0.23759408,0.2761
30454,0.23099558,0.2544
30455,0.1882667,0.2194
30456,0.13616963,0.1665
30457,0.14152,0.1665
30458,0.0660918,0.08057
30459,0.07351596,0.0877
30460,0.035425942,0.04742
30461,0.036637116,0.03995
30462,0.032277983,0.0398
30463,0.0580226,0.06186
30464,0.10990735,0.10864
30465,0.13907509,0.135
30466,0.12582256,0.1288
30467,0.13908477,0.1444
30468,0.17390034,0.1685
30469,0.1937065,0.1957
30470,0.20717585,0.2285
30471,0.2262953,0.2646
30472,0.24442561,0.2952
30473,0.2527138,0.3223
30474,0.25690764,0.3384
30475,0.242552,0.334
30476,0.2354551,0.3066
30477,0.2463792,0.297
30478,0.23309715,0.2747
30479,0.20521961,0.2363
30480,0.1680875,0.2366
30481,0.16926958,0.2336
30482,0.16826081,0.2366
30483,0.18569565,0.2522
30484,0.23975979,0.2854
30485,0.26889125,0.3076
30486,0.27237058,0.3005
30487,0.26286528,0.2944
30488,0.24641801,0.2788
30489,0.22406742,0.2534
30490,0.217163,0.2534
30491,0.157054,0.1951
30492,0.16655627,0.2009
30493,0.13682185,0.1732
30494,0.1354681,0.1726
30495,0.1402469,0.1755
30496,0.16077256,0.1912
30497,0.18734773,0.2148
30498,0.19757013,0.2415
30499,0.20208533,0.2632
30500,0.22556986,0.274
30501,0.22152592,0.27
30502,0.19916499,0.2563
30503,0.19269787,0.2354
30504,0.15301034,0.2148
30505,0.14052965,0.199
30506,0.15430771,0.2006
30507,0.16429585,0.208
30508,0.19504493,0.2366
30509,0.24166262,0.2617
30510,0.23476136,0.2568
30511,0.21781856,0.2493
30512,0.21120201,0.2385
30513,0.19613154,0.2168
30514,0.1963476,0.2168
30515,0.12829798,0.1648
30516,0.1267084,0.1707
30517,0.10270119,0.1425
30518,0.09770347,0.1395
30519,0.1031406,0.1401
30520,0.12126913,0.1505
30521,0.1404465,0.1687
30522,0.15509991,0.1873
30523,0.16350335,0.2048
30524,0.18135224,0.208
30525,0.18273605,0.2012
30526,0.19381626,0.1859
30527,0.17905171,0.171
30528,0.20712005,0.2272
30529,0.22390392,0.2454
30530,0.23072399,0.2688
30531,0.243921,0.2856
30532,0.24580862,0.2932
30533,0.2570814,0.2947
30534,0.27204788,0.2898
30535,0.25817442,0.281
30536,0.24571659,0.2712
30537,0.2655453,0.282
30538,0.25187704,0.2769
30539,0.21957739,0.2515
30540,0.23411164,0.2515
30541,0.14408669,0.174
30542,0.14992175,0.18
30543,0.107831426,0.11774
30544,0.09007068,0.08527
30545,0.09016144,0.0721
30546,0.0984297,0.07275
30547,0.12476576,0.0843
30548,0.1368674,0.09467
30549,0.15163492,0.1135
30550,0.18101893,0.1434
30551,0.19677256,0.1685
30552,0.19756256,0.1824
30553,0.22113638,0.1934
30554,0.23720706,0.2058
30555,0.24945347,0.2184
30556,0.27263862,0.232
30557,0.27980167,0.2415
30558,0.29497498,0.244
30559,0.2763805,0.2373
30560,0.27748957,0.2188
