,0
0,-0.11721299598576972
1,-0.1157287316100292
2,-0.10967112656137037
3,-0.1295371475823672
4,-0.1332858059641615
5,-0.13238491095124233
6,-0.12462561976873616
7,-0.11061418102051185
8,-0.09586244268365467
9,-0.08015571941309517
10,-0.06512552023789488
11,-0.05760489999357005
12,-0.05108736250551311
13,-0.04631805096641658
14,-0.043409975391235506
15,-0.04233397401056559
16,-0.04186557611713133
17,-0.042265254776673186
18,-0.037068685299568555
19,-0.015603123024361887
20,-0.02474298016963679
21,-0.04135057063066759
22,-0.05904931302769847
23,-0.08424804054592519
24,-0.10855621495469621
25,-0.13043781514371605
26,-0.14165126494248403
27,-0.14601490475933976
28,-0.14299157805967375
29,-0.13330774870051082
30,-0.11593431547528585
31,-0.0939108385845459
32,-0.07534592303102382
33,-0.05618831266821367
34,-0.03374722238805198
35,-0.015475491659741755
36,-0.0055343869608962815
37,-0.0033269051698622204
38,-0.0006154215549219074
39,0.00015445534317837695
40,-0.0005457373841417617
41,-0.0016571379906354822
42,-0.0007426796659988539
43,0.017368872552344518
44,0.0049528556306838835
45,-0.01412227198233602
46,-0.03966583291970687
47,-0.07193611940530997
48,-0.10531473537527981
49,-0.126103750129054
50,-0.13625503312943268
51,-0.13590802619306952
52,-0.1269408105997043
53,-0.10982753173258551
54,-0.06936891056067805
55,-0.010009678711959994
56,0.020627440726743662
57,0.02039180070838689
58,0.012103235855638725
59,0.008319477413784412
60,0.0036687565833656947
61,6.363254335273747e-05
62,0.0004931182661848917
63,-0.0020748728882903694
64,-0.0036894587866235957
65,-0.007167961829653281
66,-0.00755166502439838
67,0.017276954284567807
68,0.007520388638530128
69,-0.006279738210380657
70,-0.02762486279710794
71,-0.05482049174307064
72,-0.08204960046824751
73,-0.097767016818419
74,-0.09759813063205187
75,-0.0952508775690749
76,-0.07972778745763415
77,-0.04923350383876879
78,0.0022173531320903725
79,0.07636377105117707
80,0.10870871921018589
81,0.11070850945835695
82,0.1131309801529214
83,0.10801420315700543
84,0.10411668140035917
85,0.09228910500972203
86,0.07735669816790455
87,0.05572209940303813
88,0.044239895067388166
89,0.04616191123727899
90,0.07416910429072102
91,0.10791806448402763
92,0.10615073209994062
93,0.09703147489764496
94,0.07555580494797297
95,0.04058379969500663
96,0.005247702044917708
97,-0.016784797095665258
98,-0.030794828575123778
99,-0.03786806477518979
100,-0.03543622243790105
101,-0.022393087996681518
102,0.01701730135483991
103,0.07088215530178067
104,0.08485153527078357
105,0.06887670147306171
106,0.06036364131414579
107,0.04888387946565312
108,0.0316534780644771
109,0.017335486103557802
110,0.004100825155282908
111,-0.007623207080850418
112,-0.013824807162254732
113,-0.009009365794881515
114,0.0205286387308238
115,0.05990826422084108
116,0.07143817185373597
117,0.07903015186452726
118,0.077475956422939
119,0.06010683140596256
120,0.04353254433652463
121,0.03925479154292575
122,0.0495164125800899
123,0.0641114288175493
124,0.08441946120752696
125,0.11783676680035891
126,0.1764936984744793
127,0.2518659369068172
128,0.2887239408656023
129,0.29304175910154456
130,0.3004691091559645
131,0.3059261322390142
132,0.30063943480224065
133,0.28899043943797253
134,0.2765488321692657
135,0.2658231927882986
136,0.2722854429944395
137,0.2863793854526187
138,0.3078807614315066
139,0.33152858991362993
140,0.3240285987475968
141,0.3166303605641194
142,0.3024793398143275
143,0.2774258039351591
144,0.25563672078527955
145,0.2429204952698394
146,0.23865378800506162
147,0.24146731460048967
148,0.2525438655748433
149,0.26964378067292366
150,0.2973663799167368
151,0.330030151668908
152,0.3581942704387174
153,0.3618408935933266
154,0.3407457932833359
155,0.3039177460254966
156,0.25709570359357925
157,0.20955388311734124
158,0.1626873966298275
159,0.12479021344932878
160,0.09971224529332902
161,0.08982792090213458
162,0.12036239464038588
163,0.1764684452762348
164,0.19461344256777932
165,0.20442978143792345
166,0.20347179839362
167,0.1937283431972757
168,0.18258910966821584
169,0.1796579867844682
170,0.18366049118210812
171,0.1927019660042143
172,0.20590343629476007
173,0.22600082690161302
174,0.25095513038003053
175,0.2810544983298196
176,0.30759491165893554
177,0.3013738211048815
178,0.261895792477367
179,0.21908351105930057
180,0.1762277492750352
181,0.1350218326556481
182,0.09600256506684078
183,0.06990320566404051
184,0.05119748235873282
185,0.053070692381915356
186,0.07969643844072553
187,0.11760767784100344
188,0.12019489992192862
189,0.11428230370698955
190,0.09399065993223951
191,0.05908907095057537
192,0.024479237900617214
193,-0.00018897519447579687
194,-0.013413478727043847
195,-0.013915395858662232
196,-0.0056584596304073325
197,0.016708998479905347
198,0.06163040543062285
199,0.12172999695398962
200,0.13616717956165636
201,0.12064227390144389
202,0.10045191534330239
203,0.07250484481682477
204,0.04792629710716849
205,0.02894774915104266
206,0.012331100368550663
207,-0.0022413868783505934
208,-0.011750498916543617
209,-0.014852891772299984
210,-0.006003389064546031
211,0.024233768750863745
212,0.017397446369056133
213,0.00449591108398163
214,-0.019284721183973046
215,-0.05439220130223607
216,-0.0882098058298774
217,-0.10889139370688689
218,-0.12046640632328748
219,-0.12084076012835859
220,-0.11451668270545562
221,-0.09910968138102644
222,-0.06434124204456937
223,-0.003907262073396168
224,0.019198098351657582
225,0.01397813158389292
226,0.010079655531897316
227,0.006260769392964033
228,0.0025759656902302717
229,0.0006205665775003409
230,-0.0022028120208359833
231,-0.002500556227166854
232,-0.0011101453481763216
233,-0.0004534897706770576
234,0.0017578982970019581
235,0.021838697103567346
236,0.014789031785452463
237,-0.002634199949462978
238,-0.02882349478325032
239,-0.0637065325564505
240,-0.10092498923135841
241,-0.12444442237152929
242,-0.13621214660882333
243,-0.1387512129449821
244,-0.13539520723070622
245,-0.12256231318730629
246,-0.08951675629422864
247,-0.03230676757665607
248,-0.005770561580330074
249,-0.006896647524694889
250,-0.0021711425599522365
251,0.0013863647758624107
252,0.005331517041470949
253,0.007094164607675423
254,0.010575643648723432
255,0.011883276514426387
256,0.011736627837562186
