,0
1324,-0.112033516
1325,-0.096483044
1326,-0.072110385
1327,-0.040931936
1328,-0.012389694
1329,0.008476588
1330,0.014686821
1331,0.013742376
1332,0.0055765845
1333,-0.007985536
1334,-0.019939665
1335,-0.02985207
1336,-0.032555267
1337,-0.026822833
1338,-0.015807813
1339,-0.00843182
1340,0.0021542814
1341,-0.011526752
1342,-0.029474469
1343,-0.035739206
1344,-0.0746402
1345,-0.07988467
1346,-0.09773514
1347,-0.08586015
1348,-0.082302615
1349,-0.06816008
1350,-0.05182564
1351,-0.034035616
1352,-0.014252285
1353,0.0036541047
1354,0.014046
1355,0.016901242
1356,0.014183469
1357,0.003891591
1358,-0.005322719
1359,-0.012688266
1360,-0.011344135
1361,-0.0010575615
1362,0.013660438
1363,0.024407752
1364,0.03487935
1365,0.018310841
1366,-0.013042513
1367,-0.032006945
1368,-0.08975092
1369,-0.09334421
1370,-0.11928128
1371,-0.11471152
1372,-0.10135944
1373,-0.06877085
1374,-0.016947122
1375,0.0077545624
1376,-0.00075470284
1377,0.011165509
1378,0.030341588
1379,0.04072974
1380,0.051855683
1381,0.059899826
1382,0.070098735
1383,0.07857369
1384,0.088752896
1385,0.09484308
1386,0.09174831
1387,0.09565815
1388,0.10499862
1389,0.076072715
